X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
254.18, 239.96, 277.40, -47.561000, -2.085000, -0.198000
344.18, 149.96, 277.40, -47.586000, -2.045000, -0.257000
254.18, 59.96, 277.40, -47.610000, -2.102000, -0.253000
164.18, 149.96, 277.40, -47.575000, -2.081000, -0.265000
254.18, 149.96, 367.40, -47.627000, -2.079000, -0.340000
254.18, 149.96, 277.40, -47.606000, -2.079000, -0.241000
254.18, 149.96, 187.40, -47.582000, -2.132000, -0.194000
