X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
236.48, 169.43, 307.65, -47.559000, -2.006000, -0.117000
227.54, 169.43, 307.65, -47.562000, -1.993000, -0.116000
218.59, 169.43, 307.65, -47.558000, -1.988000, -0.120000
209.64, 169.43, 307.65, -47.560000, -1.981000, -0.120000
200.69, 169.43, 307.65, -47.565000, -1.982000, -0.131000
191.75, 169.43, 307.65, -47.573000, -1.981000, -0.130000
182.80, 169.43, 307.65, -47.583000, -1.983000, -0.129000
173.85, 169.43, 307.65, -47.592000, -1.975000, -0.139000
164.90, 169.43, 307.65, -47.610000, -1.966000, -0.132000
155.96, 178.37, 307.65, -47.625000, -1.960000, -0.146000
164.90, 178.37, 307.65, -47.623000, -1.968000, -0.140000
173.85, 178.37, 307.65, -47.607000, -1.969000, -0.142000
182.80, 178.37, 307.65, -47.594000, -1.970000, -0.119000
191.75, 178.37, 307.65, -47.577000, -1.971000, -0.125000
200.69, 178.37, 307.65, -47.568000, -1.984000, -0.127000
209.64, 178.37, 307.65, -47.562000, -1.983000, -0.127000
218.59, 178.37, 307.65, -47.559000, -1.989000, -0.118000
227.54, 178.37, 307.65, -47.556000, -1.996000, -0.113000
236.48, 178.37, 307.65, -47.553000, -1.996000, -0.109000
245.43, 178.37, 307.65, -47.555000, -1.994000, -0.102000
254.38, 178.37, 307.65, -47.557000, -1.987000, -0.103000
263.33, 178.37, 307.65, -47.565000, -1.994000, -0.104000
272.27, 178.37, 307.65, -47.574000, -1.994000, -0.088000
281.22, 178.37, 307.65, -47.582000, -2.010000, -0.084000
290.17, 178.37, 307.65, -47.589000, -2.005000, -0.080000
299.11, 178.37, 307.65, -47.606000, -1.991000, -0.075000
308.06, 178.37, 307.65, -47.619000, -2.000000, -0.083000
308.06, 187.32, 307.65, -47.629000, -1.994000, -0.057000
299.11, 187.32, 307.65, -47.618000, -2.000000, -0.071000
290.17, 187.32, 307.65, -47.601000, -1.993000, -0.067000
281.22, 187.32, 307.65, -47.592000, -1.998000, -0.064000
272.27, 187.32, 307.65, -47.580000, -1.991000, -0.074000
263.33, 187.32, 307.65, -47.572000, -1.993000, -0.090000
254.38, 187.32, 307.65, -47.561000, -1.990000, -0.092000
245.43, 187.32, 307.65, -47.555000, -1.998000, -0.102000
236.48, 187.32, 307.65, -47.550000, -1.988000, -0.105000
227.54, 187.32, 307.65, -47.548000, -1.983000, -0.105000
218.59, 187.32, 307.65, -47.552000, -1.976000, -0.113000
209.64, 187.32, 307.65, -47.551000, -1.991000, -0.118000
200.69, 187.32, 307.65, -47.561000, -1.977000, -0.132000
191.75, 187.32, 307.65, -47.566000, -1.975000, -0.137000
182.80, 187.32, 307.65, -47.578000, -1.958000, -0.134000
173.85, 187.32, 307.65, -47.583000, -1.974000, -0.137000
164.90, 196.27, 307.65, -47.601000, -1.960000, -0.150000
173.85, 196.27, 307.65, -47.605000, -1.956000, -0.138000
182.80, 196.27, 307.65, -47.585000, -1.963000, -0.131000
191.75, 196.27, 307.65, -47.570000, -1.966000, -0.120000
200.69, 196.27, 307.65, -47.558000, -1.967000, -0.114000
209.64, 196.27, 307.65, -47.548000, -1.977000, -0.115000
218.59, 196.27, 307.65, -47.551000, -1.981000, -0.102000
227.54, 196.27, 307.65, -47.542000, -1.984000, -0.098000
236.48, 196.27, 307.65, -47.546000, -1.989000, -0.090000
245.43, 196.27, 307.65, -47.546000, -2.004000, -0.084000
254.38, 196.27, 307.65, -47.543000, -1.998000, -0.079000
263.33, 196.27, 307.65, -47.558000, -1.995000, -0.067000
272.27, 196.27, 307.65, -47.562000, -2.000000, -0.058000
281.22, 196.27, 307.65, -47.574000, -2.005000, -0.045000
290.17, 196.27, 307.65, -47.584000, -1.992000, -0.054000
299.11, 196.27, 307.65, -47.597000, -2.000000, -0.036000
308.06, 205.22, 307.65, -47.620000, -1.995000, -0.009000
299.11, 205.22, 307.65, -47.610000, -2.000000, -0.019000
290.17, 205.22, 307.65, -47.593000, -1.998000, -0.030000
281.22, 205.22, 307.65, -47.580000, -1.987000, -0.040000
272.27, 205.22, 307.65, -47.565000, -1.999000, -0.039000
263.33, 205.22, 307.65, -47.552000, -2.000000, -0.058000
254.38, 205.22, 307.65, -47.549000, -1.992000, -0.064000
245.43, 205.22, 307.65, -47.540000, -1.990000, -0.065000
236.48, 205.22, 307.65, -47.538000, -1.990000, -0.085000
227.54, 205.22, 307.65, -47.538000, -1.989000, -0.102000
218.59, 205.22, 307.65, -47.537000, -1.983000, -0.104000
209.64, 205.22, 307.65, -47.535000, -1.980000, -0.108000
200.69, 205.22, 307.65, -47.546000, -1.964000, -0.110000
191.75, 205.22, 307.65, -47.551000, -1.970000, -0.125000
182.80, 205.22, 307.65, -47.570000, -1.960000, -0.142000
173.85, 205.22, 307.65, -47.576000, -1.960000, -0.143000
173.85, 214.16, 307.65, -47.580000, -1.955000, -0.147000
182.80, 214.16, 307.65, -47.576000, -1.957000, -0.132000
191.75, 214.16, 307.65, -47.557000, -1.967000, -0.120000
200.69, 214.16, 307.65, -47.546000, -1.975000, -0.113000
209.64, 214.16, 307.65, -47.537000, -1.979000, -0.098000
218.59, 214.16, 307.65, -47.532000, -1.976000, -0.092000
227.54, 214.16, 307.65, -47.530000, -1.983000, -0.085000
236.48, 214.16, 307.65, -47.528000, -1.987000, -0.074000
245.43, 214.16, 307.65, -47.530000, -2.000000, -0.057000
254.38, 214.16, 307.65, -47.533000, -1.998000, -0.060000
263.33, 214.16, 307.65, -47.538000, -1.993000, -0.042000
272.27, 214.16, 307.65, -47.548000, -2.000000, -0.031000
281.22, 214.16, 307.65, -47.551000, -1.992000, -0.014000
290.17, 214.16, 307.65, -47.572000, -2.003000, 0.000000
290.17, 223.11, 307.65, -47.571000, -1.999000, 0.010000
281.22, 223.11, 307.65, -47.551000, -2.007000, 0.000000
272.27, 223.11, 307.65, -47.544000, -2.011000, -0.018000
263.33, 223.11, 307.65, -47.535000, -1.998000, -0.020000
254.38, 223.11, 307.65, -47.529000, -1.999000, -0.048000
245.43, 223.11, 307.65, -47.524000, -1.998000, -0.051000
236.48, 223.11, 307.65, -47.520000, -2.000000, -0.065000
227.54, 223.11, 307.65, -47.516000, -1.984000, -0.082000
218.59, 223.11, 307.65, -47.519000, -1.983000, -0.086000
209.64, 223.11, 307.65, -47.519000, -1.971000, -0.094000
200.69, 223.11, 307.65, -47.530000, -1.971000, -0.117000
191.75, 223.11, 307.65, -47.536000, -1.968000, -0.128000
191.75, 232.06, 307.65, -47.537000, -1.961000, -0.124000
200.69, 232.06, 307.65, -47.528000, -1.968000, -0.113000
209.64, 232.06, 307.65, -47.513000, -1.974000, -0.088000
218.59, 232.06, 307.65, -47.515000, -1.975000, -0.083000
227.54, 232.06, 307.65, -47.508000, -1.983000, -0.072000
236.48, 232.06, 307.65, -47.506000, -1.987000, -0.052000
245.43, 232.06, 307.65, -47.507000, -1.993000, -0.048000
254.38, 232.06, 307.65, -47.508000, -2.002000, -0.032000
263.33, 232.06, 307.65, -47.513000, -2.002000, -0.024000
272.27, 232.06, 307.65, -47.520000, -2.001000, -0.005000
254.38, 241.01, 307.65, -47.504000, -2.007000, -0.029000
245.43, 241.01, 307.65, -47.496000, -1.998000, -0.045000
236.48, 241.01, 307.65, -47.496000, -2.000000, -0.061000
227.54, 241.01, 307.65, -47.493000, -1.989000, -0.069000
272.27, 241.01, 316.59, -47.496000, -2.015000, 0.009000
263.33, 241.01, 316.59, -47.498000, -2.008000, -0.006000
254.38, 241.01, 316.59, -47.497000, -2.005000, -0.017000
245.43, 241.01, 316.59, -47.492000, -1.996000, -0.038000
236.48, 241.01, 316.59, -47.491000, -1.983000, -0.043000
227.54, 241.01, 316.59, -47.495000, -1.984000, -0.054000
218.59, 241.01, 316.59, -47.495000, -1.970000, -0.072000
209.64, 241.01, 316.59, -47.495000, -1.965000, -0.086000
191.75, 232.06, 316.59, -47.517000, -1.959000, -0.124000
200.69, 232.06, 316.59, -47.522000, -1.955000, -0.099000
209.64, 232.06, 316.59, -47.516000, -1.959000, -0.090000
218.59, 232.06, 316.59, -47.510000, -1.975000, -0.083000
227.54, 232.06, 316.59, -47.508000, -1.981000, -0.070000
236.48, 232.06, 316.59, -47.504000, -1.979000, -0.062000
245.43, 232.06, 316.59, -47.507000, -1.989000, -0.046000
254.38, 232.06, 316.59, -47.507000, -2.000000, -0.032000
263.33, 232.06, 316.59, -47.515000, -2.010000, -0.020000
272.27, 232.06, 316.59, -47.514000, -2.000000, 0.010000
290.17, 223.11, 316.59, -47.545000, -1.999000, 0.021000
281.22, 223.11, 316.59, -47.552000, -2.004000, -0.001000
272.27, 223.11, 316.59, -47.540000, -1.998000, -0.012000
263.33, 223.11, 316.59, -47.534000, -2.001000, -0.032000
254.38, 223.11, 316.59, -47.524000, -1.990000, -0.047000
245.43, 223.11, 316.59, -47.517000, -1.989000, -0.057000
236.48, 223.11, 316.59, -47.521000, -1.987000, -0.081000
227.54, 223.11, 316.59, -47.518000, -1.981000, -0.086000
218.59, 223.11, 316.59, -47.517000, -1.976000, -0.087000
209.64, 223.11, 316.59, -47.519000, -1.969000, -0.093000
200.69, 223.11, 316.59, -47.529000, -1.958000, -0.121000
191.75, 223.11, 316.59, -47.535000, -1.949000, -0.121000
173.85, 214.16, 316.59, -47.563000, -1.953000, -0.148000
182.80, 214.16, 316.59, -47.569000, -1.948000, -0.136000
191.75, 214.16, 316.59, -47.555000, -1.954000, -0.127000
200.69, 214.16, 316.59, -47.545000, -1.965000, -0.109000
209.64, 214.16, 316.59, -47.539000, -1.970000, -0.108000
218.59, 214.16, 316.59, -47.529000, -1.975000, -0.092000
227.54, 214.16, 316.59, -47.531000, -1.983000, -0.096000
236.48, 214.16, 316.59, -47.524000, -1.984000, -0.076000
245.43, 214.16, 316.59, -47.527000, -1.978000, -0.063000
254.38, 214.16, 316.59, -47.530000, -2.000000, -0.049000
263.33, 214.16, 316.59, -47.537000, -1.991000, -0.040000
272.27, 214.16, 316.59, -47.544000, -1.998000, -0.018000
281.22, 214.16, 316.59, -47.555000, -1.992000, -0.021000
290.17, 214.16, 316.59, -47.570000, -1.993000, -0.004000
308.06, 205.22, 316.59, -47.608000, -2.002000, -0.020000
299.11, 205.22, 316.59, -47.615000, -1.993000, -0.019000
290.17, 205.22, 316.59, -47.598000, -1.991000, -0.026000
281.22, 205.22, 316.59, -47.582000, -2.001000, -0.040000
272.27, 205.22, 316.59, -47.571000, -1.986000, -0.048000
263.33, 205.22, 316.59, -47.556000, -1.995000, -0.057000
254.38, 205.22, 316.59, -47.544000, -1.987000, -0.064000
245.43, 205.22, 316.59, -47.540000, -1.986000, -0.073000
236.48, 205.22, 316.59, -47.538000, -1.982000, -0.091000
227.54, 205.22, 316.59, -47.538000, -1.988000, -0.107000
218.59, 205.22, 316.59, -47.538000, -1.976000, -0.103000
209.64, 205.22, 316.59, -47.542000, -1.968000, -0.107000
200.69, 205.22, 316.59, -47.547000, -1.968000, -0.124000
191.75, 205.22, 316.59, -47.549000, -1.961000, -0.134000
182.80, 205.22, 316.59, -47.565000, -1.956000, -0.136000
173.85, 205.22, 316.59, -47.578000, -1.948000, -0.146000
164.90, 196.27, 316.59, -47.598000, -1.944000, -0.143000
173.85, 196.27, 316.59, -47.603000, -1.956000, -0.138000
182.80, 196.27, 316.59, -47.581000, -1.951000, -0.125000
191.75, 196.27, 316.59, -47.574000, -1.959000, -0.132000
200.69, 196.27, 316.59, -47.564000, -1.963000, -0.117000
209.64, 196.27, 316.59, -47.550000, -1.986000, -0.120000
218.59, 196.27, 316.59, -47.547000, -1.976000, -0.115000
227.54, 196.27, 316.59, -47.542000, -1.978000, -0.104000
236.48, 196.27, 316.59, -47.546000, -1.988000, -0.098000
245.43, 196.27, 316.59, -47.545000, -1.989000, -0.086000
254.38, 196.27, 316.59, -47.549000, -1.987000, -0.070000
263.33, 196.27, 316.59, -47.558000, -1.990000, -0.070000
272.27, 196.27, 316.59, -47.563000, -1.999000, -0.068000
281.22, 196.27, 316.59, -47.570000, -2.003000, -0.050000
290.17, 196.27, 316.59, -47.590000, -1.989000, -0.048000
299.11, 196.27, 316.59, -47.602000, -1.989000, -0.043000
308.06, 187.32, 316.59, -47.623000, -1.995000, -0.069000
299.11, 187.32, 316.59, -47.625000, -1.992000, -0.069000
290.17, 187.32, 316.59, -47.607000, -1.996000, -0.072000
281.22, 187.32, 316.59, -47.597000, -1.986000, -0.083000
272.27, 187.32, 316.59, -47.577000, -2.001000, -0.086000
263.33, 187.32, 316.59, -47.574000, -1.995000, -0.075000
254.38, 187.32, 316.59, -47.564000, -1.988000, -0.094000
245.43, 187.32, 316.59, -47.556000, -1.993000, -0.104000
236.48, 187.32, 316.59, -47.547000, -1.980000, -0.106000
227.54, 187.32, 316.59, -47.548000, -1.978000, -0.110000
218.59, 187.32, 316.59, -47.549000, -1.978000, -0.121000
209.64, 187.32, 316.59, -47.548000, -1.967000, -0.132000
200.69, 187.32, 316.59, -47.557000, -1.968000, -0.130000
191.75, 187.32, 316.59, -47.563000, -1.960000, -0.137000
182.80, 187.32, 316.59, -47.577000, -1.958000, -0.141000
173.85, 187.32, 316.59, -47.589000, -1.948000, -0.143000
164.90, 178.37, 316.59, -47.598000, -1.945000, -0.145000
173.85, 178.37, 316.59, -47.608000, -1.952000, -0.141000
182.80, 178.37, 316.59, -47.591000, -1.970000, -0.131000
191.75, 178.37, 316.59, -47.579000, -1.966000, -0.131000
200.69, 178.37, 316.59, -47.572000, -1.972000, -0.119000
209.64, 178.37, 316.59, -47.559000, -1.977000, -0.118000
218.59, 178.37, 316.59, -47.555000, -1.979000, -0.120000
227.54, 178.37, 316.59, -47.552000, -1.987000, -0.108000
236.48, 178.37, 316.59, -47.553000, -1.992000, -0.108000
245.43, 178.37, 316.59, -47.552000, -1.992000, -0.107000
254.38, 178.37, 316.59, -47.558000, -2.000000, -0.098000
263.33, 178.37, 316.59, -47.564000, -2.006000, -0.106000
272.27, 178.37, 316.59, -47.577000, -1.999000, -0.085000
281.22, 178.37, 316.59, -47.585000, -1.991000, -0.092000
290.17, 178.37, 316.59, -47.593000, -1.998000, -0.090000
299.11, 178.37, 316.59, -47.611000, -2.001000, -0.070000
308.06, 169.43, 316.59, -47.620000, -2.005000, -0.104000
299.11, 169.43, 316.59, -47.623000, -2.003000, -0.104000
290.17, 169.43, 316.59, -47.612000, -2.004000, -0.104000
281.22, 169.43, 316.59, -47.598000, -2.002000, -0.101000
272.27, 169.43, 316.59, -47.588000, -1.998000, -0.101000
263.33, 169.43, 316.59, -47.578000, -2.002000, -0.108000
254.38, 169.43, 316.59, -47.573000, -2.005000, -0.124000
245.43, 169.43, 316.59, -47.564000, -2.000000, -0.119000
236.48, 169.43, 316.59, -47.558000, -1.994000, -0.129000
227.54, 169.43, 316.59, -47.559000, -1.995000, -0.129000
218.59, 169.43, 316.59, -47.556000, -1.998000, -0.138000
209.64, 169.43, 316.59, -47.556000, -1.987000, -0.125000
200.69, 169.43, 316.59, -47.562000, -1.982000, -0.131000
191.75, 169.43, 316.59, -47.571000, -1.966000, -0.140000
182.80, 169.43, 316.59, -47.577000, -1.966000, -0.147000
173.85, 169.43, 316.59, -47.590000, -1.957000, -0.151000
164.90, 160.48, 316.59, -47.610000, -1.963000, -0.155000
173.85, 160.48, 316.59, -47.607000, -1.963000, -0.141000
182.80, 160.48, 316.59, -47.595000, -1.974000, -0.143000
191.75, 160.48, 316.59, -47.587000, -1.975000, -0.134000
200.69, 160.48, 316.59, -47.574000, -1.978000, -0.136000
209.64, 160.48, 316.59, -47.570000, -1.984000, -0.132000
218.59, 160.48, 316.59, -47.558000, -2.000000, -0.128000
227.54, 160.48, 316.59, -47.560000, -1.996000, -0.120000
236.48, 160.48, 316.59, -47.564000, -2.003000, -0.134000
245.43, 160.48, 316.59, -47.561000, -2.001000, -0.126000
254.38, 160.48, 316.59, -47.564000, -2.011000, -0.131000
263.33, 160.48, 316.59, -47.571000, -2.004000, -0.124000
272.27, 160.48, 316.59, -47.577000, -2.006000, -0.108000
281.22, 160.48, 316.59, -47.586000, -2.006000, -0.114000
290.17, 160.48, 316.59, -47.597000, -2.003000, -0.118000
299.11, 160.48, 316.59, -47.608000, -2.010000, -0.123000
308.06, 151.53, 316.59, -47.628000, -2.002000, -0.131000
299.11, 151.53, 316.59, -47.620000, -2.004000, -0.135000
290.17, 151.53, 316.59, -47.608000, -2.010000, -0.140000
281.22, 151.53, 316.59, -47.598000, -2.023000, -0.135000
272.27, 151.53, 316.59, -47.586000, -2.014000, -0.141000
263.33, 151.53, 316.59, -47.579000, -2.008000, -0.139000
254.38, 151.53, 316.59, -47.570000, -2.013000, -0.145000
245.43, 151.53, 316.59, -47.562000, -2.006000, -0.132000
236.48, 151.53, 316.59, -47.560000, -2.006000, -0.139000
227.54, 151.53, 316.59, -47.560000, -2.006000, -0.142000
218.59, 151.53, 316.59, -47.558000, -1.994000, -0.148000
209.64, 151.53, 316.59, -47.560000, -2.006000, -0.146000
200.69, 151.53, 316.59, -47.567000, -1.999000, -0.137000
191.75, 151.53, 316.59, -47.575000, -1.980000, -0.146000
182.80, 151.53, 316.59, -47.583000, -1.981000, -0.142000
173.85, 151.53, 316.59, -47.595000, -1.965000, -0.154000
164.90, 142.59, 316.59, -47.608000, -1.980000, -0.146000
173.85, 142.59, 316.59, -47.613000, -1.975000, -0.138000
182.80, 142.59, 316.59, -47.596000, -1.982000, -0.141000
191.75, 142.59, 316.59, -47.585000, -1.988000, -0.139000
200.69, 142.59, 316.59, -47.576000, -1.991000, -0.134000
209.64, 142.59, 316.59, -47.565000, -2.003000, -0.138000
218.59, 142.59, 316.59, -47.561000, -2.003000, -0.130000
227.54, 142.59, 316.59, -47.561000, -2.004000, -0.137000
236.48, 142.59, 316.59, -47.558000, -2.011000, -0.138000
245.43, 142.59, 316.59, -47.559000, -2.003000, -0.137000
254.38, 142.59, 316.59, -47.562000, -2.017000, -0.142000
263.33, 142.59, 316.59, -47.567000, -2.015000, -0.131000
272.27, 142.59, 316.59, -47.580000, -2.007000, -0.128000
281.22, 142.59, 316.59, -47.586000, -2.013000, -0.140000
290.17, 142.59, 316.59, -47.592000, -2.011000, -0.142000
299.11, 142.59, 316.59, -47.607000, -2.002000, -0.139000
299.11, 133.64, 316.59, -47.610000, -2.016000, -0.157000
290.17, 133.64, 316.59, -47.603000, -2.022000, -0.149000
281.22, 133.64, 316.59, -47.596000, -2.013000, -0.166000
272.27, 133.64, 316.59, -47.582000, -2.016000, -0.160000
263.33, 133.64, 316.59, -47.577000, -2.022000, -0.149000
254.38, 133.64, 316.59, -47.570000, -2.024000, -0.148000
245.43, 133.64, 316.59, -47.566000, -2.022000, -0.146000
236.48, 133.64, 316.59, -47.554000, -2.022000, -0.154000
227.54, 133.64, 316.59, -47.556000, -2.008000, -0.137000
218.59, 133.64, 316.59, -47.559000, -2.004000, -0.137000
209.64, 133.64, 316.59, -47.562000, -2.002000, -0.140000
200.69, 133.64, 316.59, -47.562000, -1.995000, -0.141000
191.75, 133.64, 316.59, -47.575000, -1.988000, -0.140000
182.80, 133.64, 316.59, -47.581000, -1.998000, -0.138000
182.80, 124.69, 316.59, -47.589000, -1.993000, -0.145000
191.75, 124.69, 316.59, -47.582000, -2.005000, -0.128000
200.69, 124.69, 316.59, -47.570000, -2.000000, -0.137000
209.64, 124.69, 316.59, -47.567000, -2.005000, -0.137000
218.59, 124.69, 316.59, -47.557000, -2.016000, -0.142000
227.54, 124.69, 316.59, -47.556000, -2.017000, -0.145000
236.48, 124.69, 316.59, -47.557000, -2.017000, -0.153000
245.43, 124.69, 316.59, -47.552000, -2.022000, -0.149000
254.38, 124.69, 316.59, -47.558000, -2.025000, -0.153000
263.33, 124.69, 316.59, -47.561000, -2.030000, -0.148000
272.27, 124.69, 316.59, -47.566000, -2.026000, -0.161000
281.22, 124.69, 316.59, -47.578000, -2.022000, -0.163000
281.22, 115.74, 316.59, -47.581000, -2.029000, -0.157000
272.27, 115.74, 316.59, -47.577000, -2.031000, -0.172000
263.33, 115.74, 316.59, -47.567000, -2.033000, -0.166000
254.38, 115.74, 316.59, -47.561000, -2.040000, -0.158000
245.43, 115.74, 316.59, -47.555000, -2.031000, -0.151000
236.48, 115.74, 316.59, -47.551000, -2.024000, -0.143000
227.54, 115.74, 316.59, -47.553000, -2.024000, -0.140000
218.59, 115.74, 316.59, -47.553000, -2.018000, -0.145000
209.64, 115.74, 316.59, -47.555000, -2.019000, -0.141000
200.69, 115.74, 316.59, -47.563000, -2.011000, -0.141000
200.69, 106.80, 316.59, -47.562000, -2.010000, -0.153000
209.64, 106.80, 316.59, -47.557000, -2.015000, -0.126000
218.59, 106.80, 316.59, -47.550000, -2.017000, -0.131000
227.54, 106.80, 316.59, -47.548000, -2.031000, -0.139000
236.48, 106.80, 316.59, -47.548000, -2.035000, -0.155000
245.43, 106.80, 316.59, -47.547000, -2.038000, -0.149000
254.38, 106.80, 316.59, -47.551000, -2.028000, -0.153000
263.33, 106.80, 316.59, -47.555000, -2.036000, -0.157000
254.38, 97.85, 325.54, -47.546000, -2.053000, -0.159000
245.43, 97.85, 325.54, -47.546000, -2.047000, -0.163000
236.48, 97.85, 325.54, -47.539000, -2.035000, -0.165000
227.54, 97.85, 325.54, -47.540000, -2.031000, -0.152000
200.69, 106.80, 325.54, -47.548000, -2.013000, -0.143000
209.64, 106.80, 325.54, -47.553000, -2.017000, -0.141000
218.59, 106.80, 325.54, -47.548000, -2.019000, -0.150000
227.54, 106.80, 325.54, -47.542000, -2.027000, -0.143000
236.48, 106.80, 325.54, -47.548000, -2.041000, -0.158000
245.43, 106.80, 325.54, -47.548000, -2.031000, -0.161000
254.38, 106.80, 325.54, -47.544000, -2.040000, -0.155000
263.33, 106.80, 325.54, -47.555000, -2.043000, -0.168000
281.22, 115.74, 325.54, -47.569000, -2.030000, -0.170000
272.27, 115.74, 325.54, -47.577000, -2.037000, -0.182000
263.33, 115.74, 325.54, -47.565000, -2.039000, -0.170000
254.38, 115.74, 325.54, -47.561000, -2.039000, -0.174000
245.43, 115.74, 325.54, -47.554000, -2.035000, -0.166000
236.48, 115.74, 325.54, -47.550000, -2.025000, -0.160000
227.54, 115.74, 325.54, -47.549000, -2.026000, -0.158000
218.59, 115.74, 325.54, -47.553000, -2.021000, -0.159000
209.64, 115.74, 325.54, -47.553000, -2.012000, -0.158000
200.69, 115.74, 325.54, -47.558000, -2.004000, -0.147000
182.80, 124.69, 325.54, -47.577000, -1.993000, -0.150000
191.75, 124.69, 325.54, -47.579000, -1.995000, -0.143000
200.69, 124.69, 325.54, -47.565000, -2.003000, -0.149000
209.64, 124.69, 325.54, -47.558000, -2.007000, -0.151000
218.59, 124.69, 325.54, -47.559000, -2.012000, -0.145000
227.54, 124.69, 325.54, -47.558000, -2.013000, -0.153000
236.48, 124.69, 325.54, -47.551000, -2.015000, -0.148000
245.43, 124.69, 325.54, -47.558000, -2.036000, -0.162000
254.38, 124.69, 325.54, -47.563000, -2.026000, -0.163000
263.33, 124.69, 325.54, -47.568000, -2.031000, -0.165000
272.27, 124.69, 325.54, -47.573000, -2.022000, -0.160000
281.22, 124.69, 325.54, -47.585000, -2.022000, -0.160000
299.11, 133.64, 325.54, -47.613000, -2.026000, -0.174000
290.17, 133.64, 325.54, -47.613000, -2.022000, -0.180000
281.22, 133.64, 325.54, -47.603000, -2.022000, -0.165000
272.27, 133.64, 325.54, -47.588000, -2.025000, -0.165000
263.33, 133.64, 325.54, -47.579000, -2.021000, -0.174000
254.38, 133.64, 325.54, -47.571000, -2.021000, -0.166000
245.43, 133.64, 325.54, -47.562000, -2.019000, -0.163000
236.48, 133.64, 325.54, -47.559000, -2.013000, -0.158000
227.54, 133.64, 325.54, -47.556000, -2.007000, -0.150000
218.59, 133.64, 325.54, -47.562000, -2.008000, -0.153000
209.64, 133.64, 325.54, -47.559000, -2.000000, -0.155000
200.69, 133.64, 325.54, -47.563000, -2.001000, -0.152000
191.75, 133.64, 325.54, -47.569000, -1.992000, -0.152000
182.80, 133.64, 325.54, -47.577000, -1.980000, -0.154000
173.85, 142.59, 325.54, -47.595000, -1.969000, -0.152000
182.80, 142.59, 325.54, -47.593000, -1.971000, -0.150000
191.75, 142.59, 325.54, -47.581000, -1.977000, -0.149000
200.69, 142.59, 325.54, -47.573000, -1.986000, -0.149000
209.64, 142.59, 325.54, -47.563000, -1.990000, -0.145000
218.59, 142.59, 325.54, -47.562000, -1.996000, -0.146000
227.54, 142.59, 325.54, -47.559000, -2.016000, -0.151000
236.48, 142.59, 325.54, -47.556000, -2.008000, -0.153000
245.43, 142.59, 325.54, -47.561000, -2.015000, -0.158000
254.38, 142.59, 325.54, -47.564000, -2.014000, -0.152000
263.33, 142.59, 325.54, -47.573000, -2.006000, -0.145000
272.27, 142.59, 325.54, -47.582000, -2.012000, -0.155000
281.22, 142.59, 325.54, -47.590000, -2.016000, -0.152000
290.17, 142.59, 325.54, -47.601000, -2.016000, -0.153000
308.06, 151.53, 325.54, -47.627000, -2.001000, -0.136000
299.11, 151.53, 325.54, -47.623000, -2.015000, -0.145000
290.17, 151.53, 325.54, -47.614000, -2.017000, -0.150000
281.22, 151.53, 325.54, -47.603000, -2.017000, -0.138000
272.27, 151.53, 325.54, -47.594000, -2.004000, -0.141000
263.33, 151.53, 325.54, -47.581000, -2.013000, -0.150000
254.38, 151.53, 325.54, -47.571000, -1.998000, -0.150000
245.43, 151.53, 325.54, -47.567000, -2.006000, -0.138000
236.48, 151.53, 325.54, -47.565000, -2.013000, -0.150000
227.54, 151.53, 325.54, -47.562000, -1.996000, -0.148000
218.59, 151.53, 325.54, -47.561000, -1.990000, -0.146000
209.64, 151.53, 325.54, -47.557000, -1.989000, -0.145000
200.69, 151.53, 325.54, -47.564000, -1.984000, -0.147000
191.75, 151.53, 325.54, -47.569000, -1.978000, -0.150000
182.80, 151.53, 325.54, -47.579000, -1.968000, -0.160000
173.85, 151.53, 325.54, -47.590000, -1.959000, -0.160000
164.90, 160.48, 325.54, -47.610000, -1.944000, -0.153000
173.85, 160.48, 325.54, -47.605000, -1.955000, -0.147000
182.80, 160.48, 325.54, -47.589000, -1.961000, -0.157000
191.75, 160.48, 325.54, -47.581000, -1.971000, -0.148000
200.69, 160.48, 325.54, -47.574000, -1.971000, -0.146000
209.64, 160.48, 325.54, -47.567000, -1.972000, -0.141000
218.59, 160.48, 325.54, -47.559000, -1.987000, -0.139000
227.54, 160.48, 325.54, -47.562000, -1.994000, -0.138000
236.48, 160.48, 325.54, -47.562000, -2.004000, -0.140000
245.43, 160.48, 325.54, -47.561000, -2.004000, -0.132000
254.38, 160.48, 325.54, -47.563000, -2.003000, -0.127000
263.33, 160.48, 325.54, -47.573000, -2.001000, -0.121000
272.27, 160.48, 325.54, -47.580000, -2.002000, -0.126000
281.22, 160.48, 325.54, -47.591000, -2.006000, -0.126000
290.17, 160.48, 325.54, -47.602000, -2.001000, -0.131000
299.11, 160.48, 325.54, -47.614000, -2.010000, -0.129000
308.06, 169.43, 325.54, -47.629000, -1.992000, -0.119000
299.11, 169.43, 325.54, -47.630000, -1.998000, -0.117000
290.17, 169.43, 325.54, -47.617000, -1.993000, -0.108000
281.22, 169.43, 325.54, -47.602000, -2.000000, -0.113000
272.27, 169.43, 325.54, -47.590000, -1.998000, -0.120000
263.33, 169.43, 325.54, -47.580000, -1.999000, -0.121000
254.38, 169.43, 325.54, -47.572000, -2.000000, -0.124000
245.43, 169.43, 325.54, -47.571000, -1.994000, -0.130000
236.48, 169.43, 325.54, -47.564000, -1.993000, -0.135000
227.54, 169.43, 325.54, -47.559000, -1.991000, -0.137000
218.59, 169.43, 325.54, -47.557000, -1.981000, -0.141000
