X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
200.69, 196.27, 245.01, -47.544000, -2.018000, -0.073000
209.64, 196.27, 245.01, -47.536000, -2.019000, -0.076000
218.59, 196.27, 245.01, -47.533000, -2.010000, -0.065000
227.54, 196.27, 245.01, -47.527000, -2.022000, -0.065000
236.48, 196.27, 245.01, -47.525000, -2.025000, -0.062000
245.43, 196.27, 245.01, -47.519000, -2.012000, -0.053000
254.38, 196.27, 245.01, -47.520000, -2.008000, -0.050000
263.33, 196.27, 245.01, -47.527000, -2.005000, -0.050000
272.27, 196.27, 245.01, -47.533000, -2.013000, -0.037000
281.22, 196.27, 245.01, -47.545000, -1.993000, -0.031000
290.17, 196.27, 245.01, -47.551000, -1.996000, -0.027000
299.11, 196.27, 245.01, -47.565000, -1.994000, -0.026000
317.01, 187.32, 245.01, -47.598000, -1.980000, -0.045000
308.06, 187.32, 245.01, -47.602000, -1.986000, -0.035000
299.11, 187.32, 245.01, -47.585000, -1.996000, -0.048000
290.17, 187.32, 245.01, -47.571000, -2.001000, -0.045000
281.22, 187.32, 245.01, -47.558000, -2.004000, -0.041000
272.27, 187.32, 245.01, -47.544000, -2.006000, -0.038000
263.33, 187.32, 245.01, -47.539000, -2.001000, -0.053000
254.38, 187.32, 245.01, -47.532000, -2.012000, -0.058000
245.43, 187.32, 245.01, -47.530000, -2.025000, -0.068000
236.48, 187.32, 245.01, -47.529000, -2.013000, -0.067000
227.54, 187.32, 245.01, -47.527000, -2.026000, -0.069000
218.59, 187.32, 245.01, -47.532000, -2.015000, -0.065000
209.64, 187.32, 245.01, -47.532000, -2.029000, -0.081000
200.69, 187.32, 245.01, -47.541000, -2.033000, -0.081000
191.75, 187.32, 245.01, -47.546000, -2.035000, -0.086000
182.80, 187.32, 245.01, -47.557000, -2.024000, -0.080000
173.85, 187.32, 245.01, -47.573000, -2.026000, -0.092000
164.90, 187.32, 245.01, -47.582000, -2.033000, -0.096000
155.96, 178.37, 245.01, -47.600000, -2.048000, -0.085000
164.90, 178.37, 245.01, -47.602000, -2.035000, -0.092000
173.85, 178.37, 245.01, -47.586000, -2.040000, -0.090000
182.80, 178.37, 245.01, -47.572000, -2.030000, -0.081000
191.75, 178.37, 245.01, -47.564000, -2.029000, -0.074000
200.69, 178.37, 245.01, -47.556000, -2.029000, -0.084000
209.64, 178.37, 245.01, -47.541000, -2.025000, -0.072000
218.59, 178.37, 245.01, -47.539000, -2.038000, -0.067000
227.54, 178.37, 245.01, -47.535000, -2.013000, -0.081000
236.48, 178.37, 245.01, -47.531000, -2.024000, -0.073000
245.43, 178.37, 245.01, -47.534000, -2.008000, -0.065000
254.38, 178.37, 245.01, -47.531000, -2.015000, -0.056000
263.33, 178.37, 245.01, -47.534000, -2.013000, -0.050000
272.27, 178.37, 245.01, -47.543000, -2.002000, -0.062000
281.22, 178.37, 245.01, -47.551000, -1.996000, -0.052000
290.17, 178.37, 245.01, -47.559000, -2.002000, -0.051000
299.11, 178.37, 245.01, -47.568000, -1.993000, -0.059000
308.06, 178.37, 245.01, -47.579000, -1.993000, -0.056000
317.01, 169.43, 245.01, -47.598000, -1.981000, -0.079000
308.06, 169.43, 245.01, -47.593000, -1.994000, -0.075000
299.11, 169.43, 245.01, -47.580000, -1.979000, -0.076000
290.17, 169.43, 245.01, -47.573000, -2.001000, -0.061000
281.22, 169.43, 245.01, -47.559000, -2.007000, -0.067000
272.27, 169.43, 245.01, -47.549000, -2.006000, -0.071000
263.33, 169.43, 245.01, -47.541000, -2.008000, -0.072000
254.38, 169.43, 245.01, -47.535000, -2.015000, -0.061000
245.43, 169.43, 245.01, -47.533000, -2.008000, -0.068000
236.48, 169.43, 245.01, -47.534000, -2.016000, -0.082000
227.54, 169.43, 245.01, -47.531000, -2.018000, -0.073000
218.59, 169.43, 245.01, -47.537000, -2.021000, -0.080000
209.64, 169.43, 245.01, -47.538000, -2.031000, -0.073000
200.69, 169.43, 245.01, -47.544000, -2.019000, -0.082000
191.75, 169.43, 245.01, -47.557000, -2.036000, -0.092000
182.80, 169.43, 245.01, -47.563000, -2.029000, -0.088000
173.85, 169.43, 245.01, -47.572000, -2.037000, -0.085000
164.90, 169.43, 245.01, -47.582000, -2.040000, -0.086000
155.96, 160.48, 245.01, -47.600000, -2.054000, -0.077000
164.90, 160.48, 245.01, -47.602000, -2.040000, -0.073000
173.85, 160.48, 245.01, -47.591000, -2.034000, -0.086000
182.80, 160.48, 245.01, -47.576000, -2.035000, -0.077000
191.75, 160.48, 245.01, -47.565000, -2.041000, -0.079000
200.69, 160.48, 245.01, -47.557000, -2.027000, -0.082000
209.64, 160.48, 245.01, -47.549000, -2.031000, -0.079000
218.59, 160.48, 245.01, -47.539000, -2.027000, -0.070000
227.54, 160.48, 245.01, -47.539000, -2.017000, -0.075000
236.48, 160.48, 245.01, -47.537000, -2.023000, -0.072000
245.43, 160.48, 245.01, -47.538000, -2.015000, -0.072000
254.38, 160.48, 245.01, -47.535000, -2.019000, -0.081000
263.33, 160.48, 245.01, -47.536000, -2.008000, -0.075000
272.27, 160.48, 245.01, -47.540000, -2.014000, -0.068000
281.22, 160.48, 245.01, -47.546000, -1.994000, -0.073000
290.17, 160.48, 245.01, -47.556000, -1.992000, -0.085000
299.11, 160.48, 245.01, -47.566000, -1.979000, -0.082000
308.06, 160.48, 245.01, -47.573000, -1.991000, -0.086000
308.06, 151.53, 245.01, -47.577000, -1.989000, -0.095000
299.11, 151.53, 245.01, -47.566000, -1.984000, -0.096000
290.17, 151.53, 245.01, -47.559000, -1.998000, -0.098000
281.22, 151.53, 245.01, -47.549000, -1.994000, -0.090000
272.27, 151.53, 245.01, -47.543000, -2.004000, -0.086000
263.33, 151.53, 245.01, -47.538000, -2.011000, -0.098000
254.38, 151.53, 245.01, -47.537000, -2.019000, -0.082000
245.43, 151.53, 245.01, -47.534000, -2.017000, -0.090000
236.48, 151.53, 245.01, -47.532000, -2.025000, -0.085000
227.54, 151.53, 245.01, -47.534000, -2.035000, -0.087000
218.59, 151.53, 245.01, -47.539000, -2.030000, -0.070000
209.64, 151.53, 245.01, -47.541000, -2.028000, -0.084000
200.69, 151.53, 245.01, -47.550000, -2.036000, -0.081000
191.75, 151.53, 245.01, -47.557000, -2.027000, -0.095000
182.80, 151.53, 245.01, -47.563000, -2.040000, -0.085000
173.85, 151.53, 245.01, -47.577000, -2.040000, -0.082000
164.90, 142.59, 245.01, -47.591000, -2.056000, -0.083000
173.85, 142.59, 245.01, -47.588000, -2.052000, -0.077000
182.80, 142.59, 245.01, -47.579000, -2.047000, -0.077000
191.75, 142.59, 245.01, -47.569000, -2.045000, -0.079000
200.69, 142.59, 245.01, -47.558000, -2.033000, -0.074000
209.64, 142.59, 245.01, -47.545000, -2.033000, -0.086000
218.59, 142.59, 245.01, -47.538000, -2.029000, -0.079000
227.54, 142.59, 245.01, -47.537000, -2.023000, -0.079000
236.48, 142.59, 245.01, -47.536000, -2.027000, -0.086000
245.43, 142.59, 245.01, -47.533000, -2.022000, -0.082000
254.38, 142.59, 245.01, -47.530000, -2.021000, -0.090000
263.33, 142.59, 245.01, -47.533000, -2.021000, -0.085000
272.27, 142.59, 245.01, -47.537000, -2.014000, -0.096000
281.22, 142.59, 245.01, -47.541000, -2.000000, -0.091000
290.17, 142.59, 245.01, -47.545000, -1.992000, -0.097000
299.11, 142.59, 245.01, -47.555000, -1.991000, -0.107000
308.06, 133.64, 245.01, -47.560000, -1.983000, -0.117000
299.11, 133.64, 245.01, -47.555000, -1.991000, -0.115000
290.17, 133.64, 245.01, -47.550000, -1.998000, -0.116000
281.22, 133.64, 245.01, -47.541000, -2.000000, -0.116000
272.27, 133.64, 245.01, -47.538000, -2.008000, -0.105000
263.33, 133.64, 245.01, -47.535000, -2.006000, -0.103000
254.38, 133.64, 245.01, -47.532000, -2.022000, -0.099000
245.43, 133.64, 245.01, -47.528000, -2.026000, -0.086000
236.48, 133.64, 245.01, -47.526000, -2.021000, -0.093000
227.54, 133.64, 245.01, -47.530000, -2.035000, -0.088000
218.59, 133.64, 245.01, -47.533000, -2.029000, -0.085000
209.64, 133.64, 245.01, -47.540000, -2.037000, -0.075000
200.69, 133.64, 245.01, -47.544000, -2.033000, -0.083000
191.75, 133.64, 245.01, -47.554000, -2.049000, -0.071000
182.80, 133.64, 245.01, -47.563000, -2.050000, -0.076000
173.85, 133.64, 245.01, -47.577000, -2.050000, -0.086000
173.85, 124.69, 245.01, -47.584000, -2.058000, -0.065000
182.80, 124.69, 245.01, -47.578000, -2.046000, -0.056000
191.75, 124.69, 245.01, -47.561000, -2.052000, -0.070000
200.69, 124.69, 245.01, -47.549000, -2.050000, -0.073000
209.64, 124.69, 245.01, -47.546000, -2.043000, -0.083000
218.59, 124.69, 245.01, -47.536000, -2.025000, -0.072000
227.54, 124.69, 245.01, -47.529000, -2.039000, -0.081000
236.48, 124.69, 245.01, -47.527000, -2.036000, -0.093000
245.43, 124.69, 245.01, -47.526000, -2.021000, -0.093000
254.38, 124.69, 245.01, -47.523000, -2.017000, -0.102000
263.33, 124.69, 245.01, -47.523000, -2.010000, -0.088000
272.27, 124.69, 245.01, -47.525000, -2.015000, -0.101000
281.22, 124.69, 245.01, -47.533000, -2.005000, -0.112000
290.17, 124.69, 245.01, -47.533000, -1.996000, -0.114000
290.17, 115.74, 245.01, -47.535000, -2.001000, -0.123000
281.22, 115.74, 245.01, -47.533000, -2.005000, -0.118000
272.27, 115.74, 245.01, -47.523000, -2.006000, -0.115000
263.33, 115.74, 245.01, -47.526000, -2.003000, -0.103000
254.38, 115.74, 245.01, -47.517000, -2.022000, -0.103000
245.43, 115.74, 245.01, -47.515000, -2.034000, -0.093000
236.48, 115.74, 245.01, -47.519000, -2.029000, -0.096000
227.54, 115.74, 245.01, -47.526000, -2.037000, -0.087000
218.59, 115.74, 245.01, -47.529000, -2.043000, -0.083000
209.64, 115.74, 245.01, -47.528000, -2.036000, -0.083000
200.69, 115.74, 245.01, -47.541000, -2.054000, -0.073000
191.75, 115.74, 245.01, -47.552000, -2.054000, -0.073000
191.75, 106.80, 245.01, -47.550000, -2.050000, -0.071000
200.69, 106.80, 245.01, -47.549000, -2.050000, -0.074000
209.64, 106.80, 245.01, -47.535000, -2.056000, -0.073000
218.59, 106.80, 245.01, -47.533000, -2.040000, -0.081000
227.54, 106.80, 245.01, -47.525000, -2.035000, -0.087000
236.48, 106.80, 245.01, -47.517000, -2.038000, -0.095000
245.43, 106.80, 245.01, -47.511000, -2.029000, -0.101000
254.38, 106.80, 245.01, -47.514000, -2.027000, -0.099000
263.33, 106.80, 245.01, -47.511000, -2.019000, -0.118000
272.27, 106.80, 245.01, -47.510000, -2.014000, -0.113000
254.38, 97.85, 245.01, -47.511000, -2.024000, -0.108000
245.43, 97.85, 245.01, -47.505000, -2.033000, -0.096000
236.48, 97.85, 245.01, -47.511000, -2.038000, -0.101000
227.54, 97.85, 245.01, -47.513000, -2.043000, -0.084000
209.64, 88.90, 253.96, -47.526000, -2.049000, -0.086000
218.59, 88.90, 253.96, -47.528000, -2.040000, -0.077000
227.54, 88.90, 253.96, -47.518000, -2.043000, -0.090000
236.48, 88.90, 253.96, -47.514000, -2.046000, -0.084000
245.43, 88.90, 253.96, -47.509000, -2.034000, -0.096000
254.38, 88.90, 253.96, -47.507000, -2.025000, -0.108000
281.22, 97.85, 253.96, -47.516000, -2.010000, -0.120000
272.27, 97.85, 253.96, -47.519000, -2.017000, -0.123000
263.33, 97.85, 253.96, -47.518000, -2.016000, -0.109000
254.38, 97.85, 253.96, -47.517000, -2.028000, -0.098000
245.43, 97.85, 253.96, -47.516000, -2.027000, -0.104000
236.48, 97.85, 253.96, -47.521000, -2.038000, -0.096000
227.54, 97.85, 253.96, -47.520000, -2.036000, -0.104000
218.59, 97.85, 253.96, -47.527000, -2.041000, -0.096000
209.64, 97.85, 253.96, -47.527000, -2.040000, -0.080000
200.69, 97.85, 253.96, -47.541000, -2.048000, -0.077000
182.80, 106.80, 253.96, -47.558000, -2.053000, -0.084000
191.75, 106.80, 253.96, -47.560000, -2.048000, -0.071000
200.69, 106.80, 253.96, -47.553000, -2.045000, -0.091000
209.64, 106.80, 253.96, -47.543000, -2.043000, -0.071000
218.59, 106.80, 253.96, -47.535000, -2.046000, -0.076000
227.54, 106.80, 253.96, -47.528000, -2.034000, -0.088000
236.48, 106.80, 253.96, -47.521000, -2.035000, -0.098000
245.43, 106.80, 253.96, -47.517000, -2.024000, -0.098000
254.38, 106.80, 253.96, -47.517000, -2.022000, -0.106000
263.33, 106.80, 253.96, -47.519000, -2.025000, -0.116000
272.27, 106.80, 253.96, -47.526000, -1.999000, -0.116000
281.22, 106.80, 253.96, -47.527000, -2.008000, -0.127000
299.11, 115.74, 253.96, -47.536000, -1.990000, -0.142000
290.17, 115.74, 253.96, -47.543000, -2.001000, -0.125000
281.22, 115.74, 253.96, -47.533000, -2.004000, -0.120000
272.27, 115.74, 253.96, -47.535000, -2.008000, -0.119000
263.33, 115.74, 253.96, -47.525000, -2.016000, -0.116000
254.38, 115.74, 253.96, -47.523000, -2.015000, -0.107000
245.43, 115.74, 253.96, -47.526000, -2.024000, -0.096000
236.48, 115.74, 253.96, -47.528000, -2.033000, -0.094000
227.54, 115.74, 253.96, -47.527000, -2.035000, -0.087000
218.59, 115.74, 253.96, -47.529000, -2.035000, -0.094000
209.64, 115.74, 253.96, -47.539000, -2.041000, -0.091000
200.69, 115.74, 253.96, -47.546000, -2.040000, -0.086000
191.75, 115.74, 253.96, -47.553000, -2.037000, -0.082000
182.80, 115.74, 253.96, -47.564000, -2.048000, -0.088000
164.90, 124.69, 253.96, -47.594000, -2.056000, -0.074000
173.85, 124.69, 253.96, -47.594000, -2.054000, -0.077000
182.80, 124.69, 253.96, -47.581000, -2.052000, -0.075000
191.75, 124.69, 253.96, -47.567000, -2.037000, -0.081000
200.69, 124.69, 253.96, -47.561000, -2.045000, -0.090000
209.64, 124.69, 253.96, -47.550000, -2.036000, -0.084000
218.59, 124.69, 253.96, -47.540000, -2.037000, -0.094000
227.54, 124.69, 253.96, -47.539000, -2.035000, -0.083000
236.48, 124.69, 253.96, -47.535000, -2.025000, -0.088000
245.43, 124.69, 253.96, -47.531000, -2.028000, -0.093000
254.38, 124.69, 253.96, -47.529000, -2.019000, -0.103000
263.33, 124.69, 253.96, -47.535000, -2.017000, -0.102000
272.27, 124.69, 253.96, -47.534000, -2.002000, -0.107000
281.22, 124.69, 253.96, -47.535000, -2.006000, -0.108000
290.17, 124.69, 253.96, -47.545000, -2.002000, -0.110000
299.11, 124.69, 253.96, -47.546000, -1.993000, -0.121000
308.06, 133.64, 253.96, -47.563000, -1.989000, -0.113000
299.11, 133.64, 253.96, -47.562000, -1.988000, -0.120000
290.17, 133.64, 253.96, -47.558000, -2.000000, -0.119000
281.22, 133.64, 253.96, -47.547000, -2.000000, -0.112000
272.27, 133.64, 253.96, -47.544000, -2.007000, -0.115000
263.33, 133.64, 253.96, -47.536000, -2.017000, -0.099000
254.38, 133.64, 253.96, -47.535000, -2.017000, -0.098000
245.43, 133.64, 253.96, -47.533000, -2.022000, -0.092000
236.48, 133.64, 253.96, -47.533000, -2.026000, -0.092000
227.54, 133.64, 253.96, -47.531000, -2.028000, -0.095000
218.59, 133.64, 253.96, -47.541000, -2.033000, -0.091000
209.64, 133.64, 253.96, -47.546000, -2.027000, -0.081000
200.69, 133.64, 253.96, -47.549000, -2.028000, -0.093000
191.75, 133.64, 253.96, -47.559000, -2.037000, -0.088000
182.80, 133.64, 253.96, -47.565000, -2.040000, -0.084000
173.85, 133.64, 253.96, -47.580000, -2.041000, -0.086000
155.96, 142.59, 253.96, -47.604000, -2.047000, -0.088000
164.90, 142.59, 253.96, -47.605000, -2.039000, -0.083000
173.85, 142.59, 253.96, -47.593000, -2.037000, -0.083000
182.80, 142.59, 253.96, -47.583000, -2.041000, -0.086000
191.75, 142.59, 253.96, -47.573000, -2.030000, -0.084000
200.69, 142.59, 253.96, -47.564000, -2.041000, -0.085000
209.64, 142.59, 253.96, -47.556000, -2.025000, -0.077000
218.59, 142.59, 253.96, -47.550000, -2.034000, -0.088000
227.54, 142.59, 253.96, -47.541000, -2.028000, -0.091000
236.48, 142.59, 253.96, -47.542000, -2.019000, -0.090000
245.43, 142.59, 253.96, -47.535000, -2.013000, -0.080000
254.38, 142.59, 253.96, -47.542000, -2.014000, -0.090000
263.33, 142.59, 253.96, -47.541000, -2.011000, -0.088000
272.27, 142.59, 253.96, -47.546000, -2.007000, -0.095000
281.22, 142.59, 253.96, -47.550000, -1.996000, -0.081000
290.17, 142.59, 253.96, -47.554000, -1.991000, -0.101000
299.11, 142.59, 253.96, -47.561000, -1.994000, -0.108000
308.06, 142.59, 253.96, -47.567000, -1.983000, -0.106000
317.01, 151.53, 253.96, -47.583000, -1.977000, -0.101000
308.06, 151.53, 253.96, -47.587000, -1.987000, -0.099000
299.11, 151.53, 253.96, -47.580000, -1.995000, -0.096000
290.17, 151.53, 253.96, -47.565000, -1.999000, -0.101000
281.22, 151.53, 253.96, -47.563000, -2.011000, -0.099000
272.27, 151.53, 253.96, -47.555000, -2.016000, -0.090000
263.33, 151.53, 253.96, -47.544000, -2.013000, -0.088000
254.38, 151.53, 253.96, -47.545000, -2.011000, -0.084000
245.43, 151.53, 253.96, -47.540000, -2.014000, -0.091000
236.48, 151.53, 253.96, -47.536000, -2.014000, -0.097000
227.54, 151.53, 253.96, -47.538000, -2.022000, -0.094000
218.59, 151.53, 253.96, -47.539000, -2.023000, -0.080000
209.64, 151.53, 253.96, -47.541000, -2.022000, -0.084000
200.69, 151.53, 253.96, -47.552000, -2.033000, -0.085000
191.75, 151.53, 253.96, -47.561000, -2.030000, -0.093000
182.80, 151.53, 253.96, -47.574000, -2.036000, -0.108000
173.85, 151.53, 253.96, -47.581000, -2.037000, -0.093000
164.90, 151.53, 253.96, -47.592000, -2.038000, -0.080000
155.96, 160.48, 253.96, -47.607000, -2.040000, -0.090000
164.90, 160.48, 253.96, -47.606000, -2.034000, -0.092000
173.85, 160.48, 253.96, -47.594000, -2.036000, -0.083000
182.80, 160.48, 253.96, -47.584000, -2.027000, -0.087000
191.75, 160.48, 253.96, -47.569000, -2.028000, -0.085000
200.69, 160.48, 253.96, -47.561000, -2.028000, -0.079000
209.64, 160.48, 253.96, -47.553000, -2.022000, -0.080000
218.59, 160.48, 253.96, -47.549000, -2.021000, -0.082000
227.54, 160.48, 253.96, -47.538000, -2.022000, -0.073000
236.48, 160.48, 253.96, -47.542000, -2.022000, -0.094000
245.43, 160.48, 253.96, -47.537000, -2.019000, -0.079000
254.38, 160.48, 253.96, -47.539000, -2.012000, -0.077000
263.33, 160.48, 253.96, -47.542000, -2.006000, -0.079000
272.27, 160.48, 253.96, -47.548000, -2.010000, -0.080000
281.22, 160.48, 253.96, -47.553000, -2.002000, -0.083000
290.17, 160.48, 253.96, -47.556000, -2.000000, -0.069000
299.11, 160.48, 253.96, -47.565000, -1.989000, -0.088000
308.06, 160.48, 253.96, -47.578000, -1.992000, -0.084000
317.01, 169.43, 253.96, -47.593000, -1.979000, -0.057000
308.06, 169.43, 253.96, -47.601000, -1.993000, -0.076000
299.11, 169.43, 253.96, -47.588000, -1.998000, -0.072000
290.17, 169.43, 253.96, -47.573000, -1.993000, -0.072000
281.22, 169.43, 253.96, -47.566000, -1.996000, -0.069000
272.27, 169.43, 253.96, -47.559000, -2.007000, -0.080000
263.33, 169.43, 253.96, -47.551000, -2.012000, -0.072000
254.38, 169.43, 253.96, -47.542000, -2.014000, -0.075000
245.43, 169.43, 253.96, -47.538000, -2.014000, -0.082000
236.48, 169.43, 253.96, -47.540000, -2.017000, -0.083000
227.54, 169.43, 253.96, -47.538000, -2.015000, -0.088000
218.59, 169.43, 253.96, -47.542000, -2.017000, -0.079000
209.64, 169.43, 253.96, -47.544000, -2.028000, -0.093000
200.69, 169.43, 253.96, -47.553000, -2.021000, -0.081000
191.75, 169.43, 253.96, -47.557000, -2.038000, -0.086000
182.80, 169.43, 253.96, -47.569000, -2.030000, -0.084000
173.85, 169.43, 253.96, -47.583000, -2.033000, -0.099000
164.90, 169.43, 253.96, -47.590000, -2.036000, -0.096000
155.96, 178.37, 253.96, -47.604000, -2.034000, -0.099000
164.90, 178.37, 253.96, -47.602000, -2.036000, -0.104000
173.85, 178.37, 253.96, -47.591000, -2.035000, -0.092000
182.80, 178.37, 253.96, -47.577000, -2.027000, -0.091000
191.75, 178.37, 253.96, -47.567000, -2.024000, -0.083000
200.69, 178.37, 253.96, -47.557000, -2.019000, -0.086000
209.64, 178.37, 253.96, -47.548000, -2.024000, -0.086000
218.59, 178.37, 253.96, -47.544000, -2.019000, -0.083000
227.54, 178.37, 253.96, -47.542000, -2.023000, -0.071000
236.48, 178.37, 253.96, -47.533000, -2.015000, -0.063000
245.43, 178.37, 253.96, -47.533000, -2.016000, -0.074000
254.38, 178.37, 253.96, -47.540000, -2.012000, -0.059000
263.33, 178.37, 253.96, -47.540000, -1.998000, -0.065000
272.27, 178.37, 253.96, -47.550000, -2.010000, -0.061000
281.22, 178.37, 253.96, -47.553000, -1.990000, -0.050000
290.17, 178.37, 253.96, -47.563000, -2.002000, -0.060000
299.11, 178.37, 253.96, -47.571000, -1.990000, -0.056000
308.06, 178.37, 253.96, -47.591000, -1.984000, -0.061000
317.01, 187.32, 253.96, -47.605000, -1.974000, -0.053000
308.06, 187.32, 253.96, -47.612000, -1.980000, -0.043000
299.11, 187.32, 253.96, -47.592000, -1.990000, -0.046000
290.17, 187.32, 253.96, -47.575000, -1.993000, -0.049000
281.22, 187.32, 253.96, -47.557000, -1.999000, -0.049000
272.27, 187.32, 253.96, -47.555000, -2.000000, -0.049000
263.33, 187.32, 253.96, -47.546000, -2.008000, -0.058000
254.38, 187.32, 253.96, -47.540000, -2.006000, -0.058000
245.43, 187.32, 253.96, -47.532000, -2.012000, -0.065000
236.48, 187.32, 253.96, -47.530000, -2.014000, -0.071000
227.54, 187.32, 253.96, -47.530000, -2.016000, -0.084000
218.59, 187.32, 253.96, -47.535000, -2.019000, -0.083000
209.64, 187.32, 253.96, -47.536000, -2.008000, -0.080000
200.69, 187.32, 253.96, -47.541000, -2.022000, -0.090000
191.75, 187.32, 253.96, -47.553000, -2.015000, -0.098000
182.80, 187.32, 253.96, -47.563000, -2.026000, -0.096000
173.85, 187.32, 253.96, -47.576000, -2.028000, -0.093000
164.90, 187.32, 253.96, -47.592000, -2.029000, -0.099000
164.90, 196.27, 253.96, -47.594000, -2.027000, -0.112000
173.85, 196.27, 253.96, -47.589000, -2.021000, -0.103000
182.80, 196.27, 253.96, -47.577000, -2.019000, -0.096000
191.75, 196.27, 253.96, -47.563000, -2.015000, -0.091000
200.69, 196.27, 253.96, -47.551000, -2.023000, -0.090000
209.64, 196.27, 253.96, -47.542000, -2.011000, -0.079000
218.59, 196.27, 253.96, -47.535000, -2.012000, -0.083000
227.54, 196.27, 253.96, -47.532000, -2.016000, -0.067000
236.48, 196.27, 253.96, -47.531000, -2.017000, -0.068000
245.43, 196.27, 253.96, -47.528000, -2.008000, -0.056000
254.38, 196.27, 253.96, -47.531000, -2.017000, -0.057000
263.33, 196.27, 253.96, -47.535000, -2.002000, -0.051000
272.27, 196.27, 253.96, -47.540000, -2.001000, -0.037000
281.22, 196.27, 253.96, -47.546000, -2.005000, -0.028000
290.17, 196.27, 253.96, -47.557000, -2.003000, -0.039000
299.11, 196.27, 253.96, -47.567000, -1.992000, -0.031000
308.06, 205.22, 253.96, -47.589000, -1.996000, -0.020000
299.11, 205.22, 253.96, -47.590000, -1.992000, -0.012000
290.17, 205.22, 253.96, -47.567000, -2.004000, -0.023000
281.22, 205.22, 253.96, -47.552000, -2.006000, -0.023000
272.27, 205.22, 253.96, -47.546000, -2.003000, -0.026000
263.33, 205.22, 253.96, -47.530000, -2.005000, -0.038000
254.38, 205.22, 253.96, -47.529000, -2.006000, -0.046000
245.43, 205.22, 253.96, -47.522000, -2.014000, -0.052000
236.48, 205.22, 253.96, -47.524000, -2.013000, -0.054000
227.54, 205.22, 253.96, -47.523000, -2.004000, -0.065000
218.59, 205.22, 253.96, -47.525000, -2.016000, -0.077000
209.64, 205.22, 253.96, -47.528000, -2.014000, -0.085000
200.69, 205.22, 253.96, -47.535000, -2.023000, -0.094000
191.75, 205.22, 253.96, -47.544000, -2.019000, -0.096000
182.80, 205.22, 253.96, -47.552000, -2.023000, -0.105000
173.85, 205.22, 253.96, -47.571000, -2.024000, -0.108000
173.85, 214.16, 253.96, -47.572000, -2.016000, -0.109000
182.80, 214.16, 253.96, -47.561000, -2.016000, -0.105000
191.75, 214.16, 253.96, -47.549000, -2.012000, -0.097000
200.69, 214.16, 253.96, -47.536000, -2.014000, -0.083000
209.64, 214.16, 253.96, -47.532000, -2.011000, -0.072000
218.59, 214.16, 253.96, -47.523000, -2.015000, -0.064000
227.54, 214.16, 253.96, -47.515000, -2.015000, -0.059000
236.48, 214.16, 253.96, -47.512000, -2.004000, -0.057000
245.43, 214.16, 253.96, -47.515000, -2.011000, -0.046000
254.38, 214.16, 253.96, -47.518000, -2.008000, -0.032000
263.33, 214.16, 253.96, -47.525000, -2.001000, -0.028000
272.27, 214.16, 253.96, -47.525000, -2.000000, -0.018000
281.22, 214.16, 253.96, -47.539000, -2.006000, -0.009000
290.17, 214.16, 253.96, -47.544000, -1.996000, 0.001000
290.17, 223.11, 253.96, -47.549000, -1.995000, 0.012000
281.22, 223.11, 253.96, -47.541000, -1.998000, 0.002000
272.27, 223.11, 253.96, -47.531000, -2.001000, 0.002000
263.33, 223.11, 253.96, -47.516000, -1.994000, -0.013000
254.38, 223.11, 253.96, -47.514000, -2.004000, -0.028000
245.43, 223.11, 253.96, -47.507000, -2.007000, -0.038000
236.48, 223.11, 253.96, -47.507000, -2.008000, -0.046000
227.54, 223.11, 253.96, -47.506000, -2.014000, -0.067000
218.59, 223.11, 253.96, -47.510000, -2.015000, -0.068000
209.64, 223.11, 253.96, -47.509000, -2.013000, -0.080000
200.69, 223.11, 253.96, -47.515000, -2.012000, -0.088000
191.75, 223.11, 253.96, -47.529000, -2.019000, -0.103000
191.75, 232.06, 253.96, -47.531000, -2.024000, -0.090000
200.69, 232.06, 253.96, -47.521000, -2.017000, -0.091000
209.64, 232.06, 253.96, -47.509000, -2.017000, -0.064000
218.59, 232.06, 253.96, -47.505000, -2.011000, -0.062000
227.54, 232.06, 253.96, -47.501000, -2.012000, -0.061000
236.48, 232.06, 253.96, -47.493000, -2.007000, -0.035000
245.43, 232.06, 253.96, -47.492000, -2.005000, -0.036000
254.38, 232.06, 253.96, -47.498000, -2.013000, -0.036000
263.33, 232.06, 253.96, -47.504000, -2.007000, -0.012000
272.27, 232.06, 253.96, -47.505000, -2.008000, 0.006000
263.33, 241.01, 253.96, -47.502000, -2.004000, -0.007000
254.38, 241.01, 253.96, -47.490000, -2.003000, -0.018000
245.43, 241.01, 253.96, -47.491000, -2.005000, -0.028000
236.48, 241.01, 253.96, -47.484000, -2.008000, -0.041000
227.54, 241.01, 253.96, -47.489000, -2.010000, -0.051000
218.59, 241.01, 253.96, -47.485000, -2.003000, -0.064000
200.69, 249.95, 262.91, -47.493000, -2.011000, -0.090000
209.64, 249.95, 262.91, -47.490000, -2.010000, -0.072000
218.59, 249.95, 262.91, -47.485000, -2.012000, -0.067000
227.54, 249.95, 262.91, -47.481000, -2.005000, -0.056000
236.48, 249.95, 262.91, -47.478000, -2.008000, -0.031000
245.43, 249.95, 262.91, -47.476000, -2.019000, -0.028000
254.38, 249.95, 262.91, -47.477000, -2.011000, -0.015000
263.33, 249.95, 262.91, -47.481000, -2.013000, 0.003000
