X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
232.01, 249.95, 276.33, -47.496000, -2.010000, -0.051000
317.01, 164.95, 276.33, -47.625000, -1.990000, -0.098000
232.01, 79.95, 276.33, -47.528000, -2.037000, -0.104000
147.01, 164.95, 276.33, -47.636000, -2.017000, -0.095000
232.01, 164.95, 361.33, -47.548000, -1.990000, -0.182000
232.01, 164.95, 276.33, -47.555000, -2.014000, -0.093000
232.01, 164.95, 191.33, -47.503000, -2.046000, -0.051000
