# COSI2 B0 scan
# time 2024-05-22 18:55:30.362520
# MAGNET CENTER IN LAB: x 241.700 mm, y 131.100 mm, z 273.800 mm
# MAGNET AXES WRT LAB: alpha -90.00 deg, beta -90.00 deg, gamma 0.00 deg
# path: /home/cosi/cosi-measure/Software/COSI2/data/240522/path_no_magnet_80mm_8pts
# X[mm],Y[mm],Z[mm],B0_x[mT],B0_y[mT|,B0_z[mT],B0_abs[mT]
268.370,83.100,236.470,-47.5080,-0.8560,1.9680,47.5560
279.030,83.100,236.470,-47.5100,-0.8540,1.9630,47.5580
257.700,72.430,236.470,-47.5190,-0.8470,1.9560,47.5670
247.030,72.430,236.470,-47.5020,-0.8560,1.9710,47.5460
215.030,61.770,247.130,-47.5000,-0.8680,1.9760,47.5460
225.700,61.770,247.130,-47.5040,-0.8740,1.9830,47.5530
236.370,61.770,247.130,-47.5030,-0.8760,1.9830,47.5530
247.030,61.770,247.130,-47.5000,-0.8760,1.9670,47.5490
257.700,61.770,247.130,-47.5010,-0.8590,1.9620,47.5500
268.370,61.770,247.130,-47.5020,-0.8600,1.9530,47.5510
289.700,72.430,247.130,-47.4970,-0.8560,1.9460,47.5420
279.030,72.430,247.130,-47.5230,-0.8340,1.9260,47.5680
268.370,72.430,247.130,-47.5150,-0.8460,1.9490,47.5620
257.700,72.430,247.130,-47.5130,-0.8530,1.9550,47.5610
247.030,72.430,247.130,-47.5030,-0.8590,1.9650,47.5520
236.370,72.430,247.130,-47.5060,-0.8650,1.9690,47.5520
225.700,72.430,247.130,-47.5060,-0.8690,1.9750,47.5520
215.030,72.430,247.130,-47.5110,-0.8670,1.9860,47.5670
193.700,83.100,247.130,-47.5090,-0.8730,1.9870,47.5590
204.370,83.100,247.130,-47.5340,-0.8770,1.9900,47.5800
215.030,83.100,247.130,-47.5200,-0.8740,1.9870,47.5690
225.700,83.100,247.130,-47.5170,-0.8720,1.9820,47.5660
236.370,83.100,247.130,-47.5170,-0.8680,1.9790,47.5640
247.030,83.100,247.130,-47.5060,-0.8680,1.9740,47.5590
257.700,83.100,247.130,-47.5100,-0.8660,1.9650,47.5610
268.370,83.100,247.130,-47.5170,-0.8530,1.9620,47.5640
279.030,83.100,247.130,-47.5200,-0.8500,1.9490,47.5690
289.700,83.100,247.130,-47.5210,-0.8420,1.9460,47.5720
311.030,93.770,247.130,-47.5370,-0.8380,1.9370,47.5860
300.370,93.770,247.130,-47.5630,-0.8240,1.9380,47.6090
289.700,93.770,247.130,-47.5540,-0.8240,1.9450,47.5980
279.030,93.770,247.130,-47.5440,-0.8340,1.9540,47.5910
268.370,93.770,247.130,-47.5310,-0.8400,1.9570,47.5750
257.700,93.770,247.130,-47.5230,-0.8460,1.9630,47.5690
247.030,93.770,247.130,-47.5180,-0.8530,1.9750,47.5710
236.370,93.770,247.130,-47.5160,-0.8570,1.9740,47.5630
225.700,93.770,247.130,-47.5200,-0.8630,1.9810,47.5710
215.030,93.770,247.130,-47.5200,-0.8650,1.9870,47.5690
204.370,93.770,247.130,-47.5250,-0.8690,1.9850,47.5760
193.700,93.770,247.130,-47.5320,-0.8760,1.9940,47.5810
172.370,104.430,247.130,-47.5340,-0.8730,1.9950,47.5840
183.030,104.430,247.130,-47.5670,-0.8740,1.9960,47.6110
193.700,104.430,247.130,-47.5470,-0.8760,1.9930,47.5960
204.370,104.430,247.130,-47.5430,-0.8670,1.9920,47.5870
215.030,104.430,247.130,-47.5330,-0.8710,1.9910,47.5810
225.700,104.430,247.130,-47.5190,-0.8660,1.9840,47.5680
236.370,104.430,247.130,-47.5220,-0.8650,1.9810,47.5710
247.030,104.430,247.130,-47.5200,-0.8610,1.9820,47.5680
257.700,104.430,247.130,-47.5190,-0.8530,1.9760,47.5670
268.370,104.430,247.130,-47.5220,-0.8490,1.9740,47.5690
279.030,104.430,247.130,-47.5310,-0.8480,1.9690,47.5810
289.700,104.430,247.130,-47.5360,-0.8420,1.9610,47.5860
300.370,104.430,247.130,-47.5500,-0.8290,1.9550,47.6000
311.030,104.430,247.130,-47.5650,-0.8200,1.9530,47.6080
321.700,115.100,247.130,-47.5670,-0.8140,1.9420,47.6130
311.030,115.100,247.130,-47.5830,-0.8110,1.9450,47.6300
300.370,115.100,247.130,-47.5760,-0.8120,1.9610,47.6260
289.700,115.100,247.130,-47.5630,-0.8250,1.9650,47.6140
279.030,115.100,247.130,-47.5530,-0.8320,1.9760,47.6030
268.370,115.100,247.130,-47.5440,-0.8380,1.9800,47.5930
257.700,115.100,247.130,-47.5340,-0.8420,1.9850,47.5830
247.030,115.100,247.130,-47.5250,-0.8460,1.9840,47.5740
236.370,115.100,247.130,-47.5290,-0.8570,1.9850,47.5780
225.700,115.100,247.130,-47.5220,-0.8610,1.9900,47.5710
215.030,115.100,247.130,-47.5240,-0.8590,1.9900,47.5770
204.370,115.100,247.130,-47.5270,-0.8640,1.9930,47.5790
193.700,115.100,247.130,-47.5360,-0.8650,1.9940,47.5880
183.030,115.100,247.130,-47.5390,-0.8650,1.9910,47.5900
172.370,125.770,247.130,-47.5560,-0.8650,1.9940,47.6040
183.030,125.770,247.130,-47.5690,-0.8640,1.9920,47.6190
193.700,125.770,247.130,-47.5520,-0.8640,2.0000,47.6060
204.370,125.770,247.130,-47.5450,-0.8570,1.9890,47.5940
215.030,125.770,247.130,-47.5340,-0.8630,1.9890,47.5830
225.700,125.770,247.130,-47.5310,-0.8580,1.9980,47.5810
236.370,125.770,247.130,-47.5240,-0.8570,1.9960,47.5730
247.030,125.770,247.130,-47.5240,-0.8520,1.9970,47.5740
257.700,125.770,247.130,-47.5290,-0.8510,1.9900,47.5780
268.370,125.770,247.130,-47.5320,-0.8460,1.9880,47.5800
279.030,125.770,247.130,-47.5380,-0.8410,1.9910,47.5880
289.700,125.770,247.130,-47.5460,-0.8420,1.9860,47.5920
300.370,125.770,247.130,-47.5600,-0.8350,1.9820,47.6100
311.030,125.770,247.130,-47.5720,-0.8240,1.9780,47.6160
321.700,136.430,247.130,-47.5830,-0.8160,1.9710,47.6310
311.030,136.430,247.130,-47.6190,-0.8060,1.9780,47.6640
300.370,136.430,247.130,-47.5920,-0.8170,1.9880,47.6390
289.700,136.430,247.130,-47.5770,-0.8220,1.9940,47.6260
279.030,136.430,247.130,-47.5570,-0.8280,2.0010,47.6110
268.370,136.430,247.130,-47.5530,-0.8340,2.0060,47.6040
257.700,136.430,247.130,-47.5400,-0.8410,2.0040,47.5900
247.030,136.430,247.130,-47.5330,-0.8400,1.9990,47.5780
236.370,136.430,247.130,-47.5240,-0.8530,2.0020,47.5760
225.700,136.430,247.130,-47.5240,-0.8520,1.9990,47.5760
215.030,136.430,247.130,-47.5290,-0.8540,1.9960,47.5810
204.370,136.430,247.130,-47.5240,-0.8530,1.9900,47.5750
193.700,136.430,247.130,-47.5310,-0.8590,1.9980,47.5820
183.030,136.430,247.130,-47.5460,-0.8550,1.9910,47.5950
172.370,147.100,247.130,-47.5540,-0.8570,1.9900,47.6030
183.030,147.100,247.130,-47.5630,-0.8530,1.9850,47.6120
193.700,147.100,247.130,-47.5500,-0.8610,1.9870,47.6000
204.370,147.100,247.130,-47.5380,-0.8520,1.9840,47.5860
215.030,147.100,247.130,-47.5330,-0.8560,1.9960,47.5820
225.700,147.100,247.130,-47.5290,-0.8530,1.9930,47.5770
236.370,147.100,247.130,-47.5270,-0.8510,2.0020,47.5760
247.030,147.100,247.130,-47.5200,-0.8540,1.9990,47.5720
257.700,147.100,247.130,-47.5270,-0.8500,2.0060,47.5750
268.370,147.100,247.130,-47.5320,-0.8420,2.0080,47.5830
279.030,147.100,247.130,-47.5410,-0.8420,2.0120,47.5930
289.700,147.100,247.130,-47.5490,-0.8380,2.0170,47.6010
300.370,147.100,247.130,-47.5600,-0.8350,2.0130,47.6100
311.030,147.100,247.130,-47.5780,-0.8240,2.0120,47.6280
321.700,157.770,247.130,-47.5970,-0.8200,2.0050,47.6460
311.030,157.770,247.130,-47.6270,-0.8120,2.0280,47.6790
300.370,157.770,247.130,-47.6020,-0.8230,2.0350,47.6520
289.700,157.770,247.130,-47.5760,-0.8290,2.0320,47.6260
279.030,157.770,247.130,-47.5610,-0.8290,2.0340,47.6110
268.370,157.770,247.130,-47.5470,-0.8370,2.0290,47.5980
257.700,157.770,247.130,-47.5380,-0.8380,2.0300,47.5860
247.030,157.770,247.130,-47.5240,-0.8430,2.0230,47.5780
236.370,157.770,247.130,-47.5200,-0.8450,2.0180,47.5700
225.700,157.770,247.130,-47.5170,-0.8490,2.0140,47.5660
215.030,157.770,247.130,-47.5200,-0.8490,2.0060,47.5660
204.370,157.770,247.130,-47.5170,-0.8500,2.0060,47.5660
193.700,157.770,247.130,-47.5290,-0.8510,1.9940,47.5770
183.030,157.770,247.130,-47.5380,-0.8540,1.9960,47.5880
183.030,168.430,247.130,-47.5510,-0.8570,1.9830,47.5990
193.700,168.430,247.130,-47.5430,-0.8530,1.9900,47.5950
204.370,168.430,247.130,-47.5380,-0.8490,1.9850,0.0000
215.030,168.430,247.130,0.0000,0.0000,0.0000,0.0000
225.700,168.430,247.130,-47.5190,-0.8480,2.0050,47.5680
236.370,168.430,247.130,-47.5100,-0.8460,2.0080,47.5600
247.030,168.430,247.130,-47.5090,-0.8450,2.0140,47.5580
257.700,168.430,247.130,-47.5200,-0.8510,2.0190,47.5680
268.370,168.430,247.130,-47.5250,-0.8420,2.0280,47.5760
279.030,168.430,247.130,-47.5350,-0.8430,2.0380,47.5830
289.700,168.430,247.130,-47.5420,-0.8380,2.0500,47.5950
300.370,168.430,247.130,-47.5580,-0.8330,2.0500,47.6100
300.370,179.100,247.130,-47.5800,-0.8200,2.0600,47.6290
289.700,179.100,247.130,-47.5680,-0.8270,2.0880,47.6230
279.030,179.100,247.130,-47.5550,-0.8290,2.0760,47.6040
268.370,179.100,247.130,-47.5360,-0.8340,2.0650,47.5900
257.700,179.100,247.130,-47.5230,-0.8360,2.0570,47.5780
247.030,179.100,247.130,-47.5160,-0.8380,2.0420,47.5630
236.370,179.100,247.130,-47.5070,-0.8450,2.0340,47.5590
225.700,179.100,247.130,-47.5050,-0.8490,2.0190,47.5600
215.030,179.100,247.130,-47.5080,-0.8490,2.0130,47.5580
204.370,179.100,247.130,-47.5060,-0.8450,2.0080,47.5560
204.370,189.770,247.130,-47.5150,-0.8390,2.0050,47.5650
215.030,189.770,247.130,-47.5080,-0.8450,1.9960,47.5570
225.700,189.770,247.130,-47.5000,-0.8460,2.0080,47.5500
236.370,189.770,247.130,-47.4950,-0.8470,2.0150,47.5460
247.030,189.770,247.130,-47.4960,-0.8390,2.0290,47.5440
257.700,189.770,247.130,-47.4970,-0.8450,2.0420,47.5510
268.370,189.770,247.130,-47.5030,-0.8410,2.0500,47.5500
279.030,189.770,247.130,-47.5090,-0.8370,2.0680,47.5610
279.030,200.430,247.130,-47.5230,-0.8330,2.0780,47.5750
268.370,200.430,247.130,-47.5090,-0.8350,2.0840,47.5610
257.700,200.430,247.130,-47.4950,-0.8390,2.0760,47.5460
247.030,200.430,247.130,-47.4860,-0.8460,2.0580,47.5360
236.370,200.430,247.130,-47.4870,-0.8430,2.0450,47.5400
225.700,200.430,247.130,-47.4850,-0.8430,2.0330,47.5410
215.030,211.100,257.800,-47.4810,-0.8460,2.0190,47.5310
225.700,211.100,257.800,-47.4880,-0.8400,2.0090,47.5380
236.370,211.100,257.800,-47.4780,-0.8450,2.0160,47.5240
247.030,211.100,257.800,-47.4790,-0.8410,2.0310,47.5250
257.700,211.100,257.800,-47.4770,-0.8390,2.0470,47.5300
268.370,211.100,257.800,-47.4820,-0.8440,2.0600,47.5360
300.370,200.430,257.800,-47.4890,-0.8390,2.0750,47.5420
289.700,200.430,257.800,-47.5400,-0.8350,2.1350,47.5950
279.030,200.430,257.800,-47.5170,-0.8340,2.1080,47.5710
268.370,200.430,257.800,-47.5050,-0.8390,2.0920,47.5620
257.700,200.430,257.800,-47.5010,-0.8370,2.0730,47.5560
247.030,200.430,257.800,-47.4950,-0.8370,2.0580,47.5470
236.370,200.430,257.800,-47.4900,-0.8410,2.0450,47.5460
225.700,200.430,257.800,-47.4920,-0.8410,2.0290,47.5450
215.030,200.430,257.800,-47.4880,-0.8390,2.0160,47.5350
204.370,200.430,257.800,-47.4950,-0.8380,2.0090,47.5460
183.030,189.770,257.800,-47.5000,-0.8380,2.0000,47.5470
193.700,189.770,257.800,-47.5290,-0.8370,1.9770,47.5780
204.370,189.770,257.800,-47.5220,-0.8390,1.9850,47.5710
215.030,189.770,257.800,-47.5090,-0.8360,1.9940,47.5580
225.700,189.770,257.800,-47.5050,-0.8440,2.0040,47.5550
236.370,189.770,257.800,-47.4960,-0.8420,2.0110,47.5510
247.030,189.770,257.800,-47.5050,-0.8410,2.0260,47.5520
257.700,189.770,257.800,-47.5010,-0.8420,2.0340,47.5520
268.370,189.770,257.800,-47.5100,-0.8420,2.0490,47.5600
279.030,189.770,257.800,-47.5100,-0.8320,2.0620,47.5650
289.700,189.770,257.800,-47.5260,-0.8360,2.0800,47.5800
300.370,189.770,257.800,-47.5470,-0.8270,2.0900,47.5970
311.030,179.100,257.800,-47.5640,-0.8280,2.1070,47.6190
300.370,179.100,257.800,-47.6120,-0.8240,2.0930,47.6640
289.700,179.100,257.800,-47.5770,-0.8230,2.0870,47.6300
279.030,179.100,257.800,-47.5570,-0.8270,2.0750,47.6110
268.370,179.100,257.800,-47.5370,-0.8380,2.0660,47.5900
257.700,179.100,257.800,-47.5240,-0.8310,2.0520,47.5750
247.030,179.100,257.800,-47.5190,-0.8390,2.0420,47.5710
236.370,179.100,257.800,-47.5090,-0.8410,2.0360,47.5610
225.700,179.100,257.800,-47.5100,-0.8400,2.0260,47.5610
215.030,179.100,257.800,-47.5120,-0.8430,2.0170,47.5630
204.370,179.100,257.800,-47.5170,-0.8420,2.0060,47.5640
193.700,179.100,257.800,-47.5220,-0.8430,1.9960,47.5720
172.370,168.430,257.800,-47.5350,-0.8390,1.9840,47.5830
183.030,168.430,257.800,-47.5600,-0.8400,1.9760,47.6090
193.700,168.430,257.800,-47.5460,-0.8410,1.9760,47.5980
204.370,168.430,257.800,-47.5300,-0.8380,1.9820,47.5780
215.030,168.430,257.800,-47.5230,-0.8450,1.9930,47.5720
225.700,168.430,257.800,-47.5240,-0.8370,2.0000,47.5740
236.370,168.430,257.800,-47.5150,-0.8390,2.0060,47.5660
247.030,168.430,257.800,-47.5170,-0.8390,2.0160,47.5650
257.700,168.430,257.800,-47.5170,-0.8380,2.0190,47.5700
268.370,168.430,257.800,-47.5310,-0.8370,2.0290,47.5880
279.030,168.430,257.800,-47.5410,-0.8340,2.0360,47.5910
289.700,168.430,257.800,-47.5510,-0.8310,2.0460,47.5990
300.370,168.430,257.800,-47.5630,-0.8290,2.0500,47.6150
311.030,168.430,257.800,-47.5890,-0.8220,2.0530,47.6390
321.700,157.770,257.800,-47.6140,-0.8220,2.0540,47.6650
311.030,157.770,257.800,-47.6450,-0.8130,2.0270,47.6920
300.370,157.770,257.800,-47.6170,-0.8190,2.0320,47.6680
289.700,157.770,257.800,-47.5910,-0.8220,2.0360,47.6410
279.030,157.770,257.800,-47.5650,-0.8290,2.0310,47.6160
268.370,157.770,257.800,-47.5550,-0.8300,2.0320,47.6050
257.700,157.770,257.800,-47.5460,-0.8300,2.0230,47.5960
247.030,157.770,257.800,-47.5310,-0.8400,2.0190,47.5850
236.370,157.770,257.800,-47.5300,-0.8390,2.0130,47.5750
225.700,157.770,257.800,-47.5240,-0.8500,2.0090,47.5710
215.030,157.770,257.800,-47.5250,-0.8420,2.0070,47.5740
204.370,157.770,257.800,-47.5250,-0.8450,1.9950,47.5760
193.700,157.770,257.800,-47.5330,-0.8420,1.9900,47.5820
183.030,157.770,257.800,-47.5410,-0.8420,1.9870,47.5900
172.370,147.100,257.800,-47.5510,-0.8470,1.9790,47.5990
183.030,147.100,257.800,-47.5670,-0.8470,1.9850,47.6160
193.700,147.100,257.800,-47.5560,-0.8450,1.9830,47.6070
204.370,147.100,257.800,-47.5430,-0.8420,1.9830,47.5930
215.030,147.100,257.800,-47.5410,-0.8470,1.9940,47.5870
225.700,147.100,257.800,-47.5340,-0.8460,1.9870,47.5830
236.370,147.100,257.800,-47.5260,-0.8460,1.9990,47.5760
247.030,147.100,257.800,-47.5280,-0.8460,1.9990,47.5780
257.700,147.100,257.800,-47.5330,-0.8460,2.0020,47.5830
268.370,147.100,257.800,-47.5370,-0.8360,2.0060,47.5870
279.030,147.100,257.800,-47.5440,-0.8350,2.0090,47.5940
289.700,147.100,257.800,-47.5600,-0.8340,2.0100,47.6060
300.370,147.100,257.800,-47.5720,-0.8250,2.0150,47.6230
311.030,147.100,257.800,-47.5890,-0.8270,2.0100,47.6350
321.700,136.430,257.800,-47.6090,-0.8160,2.0080,47.6580
311.030,136.430,257.800,-47.6270,-0.8060,1.9760,47.6730
300.370,136.430,257.800,-47.6110,-0.8170,1.9890,47.6600
289.700,136.430,257.800,-47.5820,-0.8220,1.9980,47.6330
279.030,136.430,257.800,-47.5740,-0.8320,2.0020,47.6190
268.370,136.430,257.800,-47.5540,-0.8300,2.0020,47.6050
257.700,136.430,257.800,-47.5470,-0.8360,1.9900,47.5950
247.030,136.430,257.800,-47.5430,-0.8400,1.9940,47.5910
236.370,136.430,257.800,-47.5330,-0.8450,1.9920,47.5850
225.700,136.430,257.800,-47.5290,-0.8480,1.9940,47.5820
215.030,136.430,257.800,-47.5300,-0.8530,1.9930,47.5840
204.370,136.430,257.800,-47.5310,-0.8480,1.9930,47.5810
193.700,136.430,257.800,-47.5400,-0.8500,1.9880,47.5900
183.030,136.430,257.800,-47.5460,-0.8470,1.9870,47.5950
172.370,125.770,257.800,-47.5570,-0.8510,1.9820,47.6090
183.030,125.770,257.800,-47.5680,-0.8530,1.9830,47.6150
193.700,125.770,257.800,-47.5580,-0.8550,1.9910,47.6080
204.370,125.770,257.800,-47.5510,-0.8500,1.9840,47.5990
215.030,125.770,257.800,-47.5410,-0.8490,1.9860,47.5890
225.700,125.770,257.800,-47.5290,-0.8500,1.9830,47.5760
236.370,125.770,257.800,-47.5290,-0.8490,1.9890,47.5780
247.030,125.770,257.800,-47.5310,-0.8500,1.9830,47.5840
257.700,125.770,257.800,-47.5330,-0.8470,1.9890,47.5790
268.370,125.770,257.800,-47.5410,-0.8390,1.9880,47.5930
279.030,125.770,257.800,-47.5500,-0.8370,1.9830,47.5960
289.700,125.770,257.800,-47.5570,-0.8350,1.9800,47.6100
300.370,125.770,257.800,-47.5710,-0.8250,1.9810,47.6200
311.030,125.770,257.800,-47.5810,-0.8240,1.9720,47.6290
321.700,115.100,257.800,-47.5970,-0.8130,1.9620,47.6470
311.030,115.100,257.800,-47.6100,-0.8060,1.9350,47.6570
300.370,115.100,257.800,-47.5890,-0.8100,1.9580,47.6380
289.700,115.100,257.800,-47.5800,-0.8230,1.9630,47.6270
279.030,115.100,257.800,-47.5610,-0.8260,1.9720,47.6110
268.370,115.100,257.800,-47.5510,-0.8350,1.9720,47.5980
257.700,115.100,257.800,-47.5480,-0.8310,1.9790,47.5970
247.030,115.100,257.800,-47.5320,-0.8430,1.9820,47.5810
236.370,115.100,257.800,-47.5290,-0.8490,1.9780,47.5770
225.700,115.100,257.800,-47.5380,-0.8480,1.9770,47.5860
215.030,115.100,257.800,-47.5330,-0.8470,1.9880,47.5820
204.370,115.100,257.800,-47.5300,-0.8500,1.9900,47.5800
193.700,115.100,257.800,-47.5410,-0.8590,1.9850,47.5850
183.030,115.100,257.800,-47.5440,-0.8520,1.9910,47.5930
183.030,104.430,257.800,-47.5560,-0.8520,1.9870,47.6050
193.700,104.430,257.800,-47.5530,-0.8580,1.9910,47.6030
204.370,104.430,257.800,-47.5460,-0.8550,1.9880,47.5930
215.030,104.430,257.800,-47.5330,-0.8580,1.9800,47.5800
225.700,104.430,257.800,-47.5340,-0.8590,1.9820,47.5850
236.370,104.430,257.800,-47.5340,-0.8510,1.9800,47.5780
247.030,104.430,257.800,-47.5280,-0.8530,1.9790,47.5760
257.700,104.430,257.800,-47.5310,-0.8530,1.9750,47.5800
268.370,104.430,257.800,-47.5270,-0.8480,1.9720,47.5800
279.030,104.430,257.800,-47.5410,-0.8360,1.9630,47.5890
289.700,104.430,257.800,-47.5560,-0.8380,1.9620,47.6040
300.370,104.430,257.800,-47.5610,-0.8290,1.9560,47.6080
311.030,93.770,257.800,-47.5700,-0.8230,1.9480,47.6170
300.370,93.770,257.800,-47.5760,-0.8210,1.9310,47.6220
289.700,93.770,257.800,-47.5600,-0.8250,1.9430,47.6070
279.030,93.770,257.800,-47.5500,-0.8300,1.9460,47.5970
268.370,93.770,257.800,-47.5390,-0.8370,1.9540,47.5860
257.700,93.770,257.800,-47.5300,-0.8430,1.9600,47.5780
247.030,93.770,257.800,-47.5300,-0.8500,1.9670,47.5780
236.370,93.770,257.800,-47.5220,-0.8540,1.9700,47.5700
225.700,93.770,257.800,-47.5200,-0.8550,1.9790,47.5700
215.030,93.770,257.800,-47.5200,-0.8570,1.9790,47.5710
204.370,93.770,257.800,-47.5280,-0.8580,1.9840,47.5770
193.700,93.770,257.800,-47.5310,-0.8630,1.9820,47.5820
193.700,83.100,257.800,-47.5450,-0.8610,1.9910,47.5910
204.370,83.100,257.800,-47.5370,-0.8640,1.9900,47.5870
215.030,83.100,257.800,-47.5260,-0.8670,1.9850,47.5760
225.700,83.100,257.800,-47.5200,-0.8620,1.9820,47.5690
236.370,83.100,257.800,-47.5200,-0.8660,1.9760,47.5690
247.030,83.100,257.800,-47.5130,-0.8570,1.9690,47.5650
257.700,83.100,257.800,-47.5210,-0.8580,1.9640,47.5710
268.370,83.100,257.800,-47.5290,-0.8570,1.9590,47.5780
279.030,83.100,257.800,-47.5330,-0.8450,1.9540,47.5840
289.700,83.100,257.800,-47.5340,-0.8410,1.9490,47.5810
279.030,72.430,257.800,-47.5460,-0.8300,1.9420,47.5930
268.370,72.430,257.800,-47.5300,-0.8410,1.9380,47.5770
257.700,72.430,257.800,-47.5180,-0.8460,1.9530,47.5680
247.030,72.430,257.800,-47.5140,-0.8520,1.9590,47.5660
236.370,72.430,257.800,-47.5220,-0.8620,1.9630,47.5700
225.700,72.430,257.800,-47.5160,-0.8580,1.9690,47.5610
204.370,61.770,268.470,-47.5190,-0.8680,1.9760,47.5640
215.030,61.770,268.470,-47.5260,-0.8660,1.9760,47.5750
225.700,61.770,268.470,-47.5140,-0.8730,1.9720,47.5650
236.370,61.770,268.470,-47.5190,-0.8760,1.9660,47.5680
247.030,61.770,268.470,-47.5130,-0.8680,1.9610,47.5590
257.700,61.770,268.470,-47.5170,-0.8610,1.9500,47.5630
268.370,61.770,268.470,-47.5190,-0.8600,1.9460,47.5690
279.030,61.770,268.470,-47.5220,-0.8560,1.9350,47.5670
300.370,72.430,268.470,-47.5270,-0.8530,1.9340,47.5760
289.700,72.430,268.470,-47.5520,-0.8350,1.9030,47.5980
279.030,72.430,268.470,-47.5380,-0.8410,1.9190,47.5850
268.370,72.430,268.470,-47.5350,-0.8530,1.9330,47.5820
257.700,72.430,268.470,-47.5240,-0.8530,1.9440,47.5720
247.030,72.430,268.470,-47.5240,-0.8590,1.9460,47.5720
236.370,72.430,268.470,-47.5220,-0.8650,1.9530,47.5710
225.700,72.430,268.470,-47.5210,-0.8640,1.9610,47.5680
215.030,72.430,268.470,-47.5160,-0.8600,1.9640,47.5700
204.370,72.430,268.470,-47.5250,-0.8680,1.9730,47.5720
183.030,83.100,268.470,-47.5340,-0.8660,1.9760,47.5830
193.700,83.100,268.470,-47.5540,-0.8610,1.9830,47.6040
204.370,83.100,268.470,-47.5440,-0.8610,1.9770,47.5930
215.030,83.100,268.470,-47.5350,-0.8620,1.9740,47.5850
225.700,83.100,268.470,-47.5320,-0.8630,1.9690,47.5780
236.370,83.100,268.470,-47.5260,-0.8570,1.9640,47.5770
247.030,83.100,268.470,-47.5270,-0.8600,1.9580,47.5720
257.700,83.100,268.470,-47.5270,-0.8580,1.9550,47.5790
268.370,83.100,268.470,-47.5300,-0.8510,1.9470,47.5770
279.030,83.100,268.470,-47.5350,-0.8490,1.9410,47.5820
289.700,83.100,268.470,-47.5400,-0.8400,1.9340,47.5870
300.370,83.100,268.470,-47.5540,-0.8420,1.9180,47.5980
321.700,93.770,268.470,-47.5670,-0.8340,1.9140,47.6120
311.030,93.770,268.470,-47.5990,-0.8140,1.9200,47.6440
300.370,93.770,268.470,-47.5840,-0.8190,1.9320,47.6320
289.700,93.770,268.470,-47.5740,-0.8290,1.9360,47.6210
279.030,93.770,268.470,-47.5640,-0.8310,1.9450,47.6110
268.370,93.770,268.470,-47.5540,-0.8390,1.9540,47.5990
257.700,93.770,268.470,-47.5400,-0.8470,1.9510,47.5880
247.030,93.770,268.470,-47.5300,-0.8550,1.9580,47.5780
236.370,93.770,268.470,-47.5300,-0.8540,1.9620,47.5780
225.700,93.770,268.470,-47.5290,-0.8520,1.9660,47.5770
215.030,93.770,268.470,-47.5330,-0.8570,1.9670,47.5840
204.370,93.770,268.470,-47.5350,-0.8560,1.9750,47.5850
193.700,93.770,268.470,-47.5400,-0.8560,1.9740,47.5880
183.030,93.770,268.470,-47.5440,-0.8620,1.9810,47.5930
172.370,104.430,268.470,-47.5540,-0.8530,1.9840,47.6090
183.030,104.430,268.470,-47.5670,-0.8490,1.9760,47.6150
193.700,104.430,268.470,-47.5540,-0.8550,1.9740,47.6070
204.370,104.430,268.470,-47.5510,-0.8550,1.9760,47.5950
215.030,104.430,268.470,-47.5460,-0.8520,1.9750,47.5960
225.700,104.430,268.470,-47.5400,-0.8530,1.9710,47.5870
236.370,104.430,268.470,-47.5310,-0.8540,1.9730,47.5820
247.030,104.430,268.470,-47.5340,-0.8530,1.9690,47.5820
257.700,104.430,268.470,-47.5360,-0.8490,1.9620,47.5810
268.370,104.430,268.470,-47.5370,-0.8520,1.9640,47.5870
279.030,104.430,268.470,-47.5500,-0.8480,1.9620,47.5970
289.700,104.430,268.470,-47.5540,-0.8410,1.9550,47.6000
300.370,104.430,268.470,-47.5690,-0.8300,1.9520,47.6140
311.030,104.430,268.470,-47.5820,-0.8300,1.9390,47.6290
321.700,115.100,268.470,-47.5970,-0.8210,1.9340,47.6430
311.030,115.100,268.470,-47.6150,-0.8130,1.9350,47.6570
300.370,115.100,268.470,-47.5980,-0.8160,1.9520,47.6450
289.700,115.100,268.470,-47.5840,-0.8260,1.9680,47.6310
279.030,115.100,268.470,-47.5750,-0.8300,1.9680,47.6230
268.370,115.100,268.470,-47.5590,-0.8350,1.9650,47.6070
257.700,115.100,268.470,-47.5540,-0.8400,1.9670,47.5980
247.030,115.100,268.470,-47.5440,-0.8410,1.9750,47.5930
236.370,115.100,268.470,-47.5330,-0.8480,1.9730,47.5820
225.700,115.100,268.470,-47.5330,-0.8460,1.9790,47.5820
215.030,115.100,268.470,-47.5340,-0.8470,1.9800,47.5830
204.370,115.100,268.470,-47.5380,-0.8480,1.9810,47.5870
193.700,115.100,268.470,-47.5380,-0.8480,1.9780,47.5870
183.030,115.100,268.470,-47.5530,-0.8470,1.9770,47.6020
172.370,125.770,268.470,-47.5570,-0.8470,1.9810,47.6050
183.030,125.770,268.470,-47.5770,-0.8440,1.9750,47.6180
193.700,125.770,268.470,-47.5590,-0.8430,1.9780,47.6110
204.370,125.770,268.470,-47.5470,-0.8480,1.9790,47.5950
215.030,125.770,268.470,-47.5410,-0.8490,1.9760,47.5920
225.700,125.770,268.470,-47.5370,-0.8470,1.9740,47.5860
236.370,125.770,268.470,-47.5390,-0.8450,1.9730,47.5880
247.030,125.770,268.470,-47.5350,-0.8440,1.9750,47.5840
257.700,125.770,268.470,-47.5400,-0.8430,1.9750,47.5890
