# COSI2 B0 scan,,,,,,
# time 2024-05-23 10:02:34.516565,,,,,,
# MAGNET CENTER IN LAB: x 241.700 mm, y 131.100 mm, z 273.800 mm,,,,
# MAGNET AXES WRT LAB: alpha -90.00 deg, beta -90.00 deg, gamma 0.00 deg,,,,
# path: /home/cosi/cosi-measure/Software/COSI2/data/240522/path_with_magnet_80mm_8pts,,,,,,
# X[mm],Y[mm],Z[mm],B0_x[mT],B0_y[mT|,B0_z[mT],B0_abs[mT]
225.7,93.77,247.13,-47.686,-0.955,1.975,47.735
215.03,93.77,247.13,-47.701,-0.972,1.981,47.747
204.37,93.77,247.13,-47.71,-0.988,1.979,47.761
193.7,93.77,247.13,-47.731,-1.007,1.971,47.782
172.37,104.43,247.13,-47.758,-1.035,1.955,47.808
183.03,104.43,247.13,-47.736,-1.008,1.961,47.788
193.7,104.43,247.13,-47.724,-0.996,1.964,47.773
204.37,104.43,247.13,-47.712,-0.982,1.966,47.76
215.03,104.43,247.13,-47.688,-0.964,1.967,47.74
225.7,104.43,247.13,-47.682,-0.949,1.971,47.732
236.37,104.43,247.13,-47.673,-0.936,1.969,47.724
247.03,104.43,247.13,-47.666,-0.921,1.971,47.718
257.7,104.43,247.13,-47.665,-0.913,1.969,47.711
268.37,104.43,247.13,-47.664,-0.902,1.972,47.713
279.03,104.43,247.13,-47.662,-0.889,1.967,47.71
289.7,104.43,247.13,-47.666,-0.877,1.969,47.716
300.37,104.43,247.13,-47.672,-0.866,1.961,47.723
311.03,104.43,247.13,-47.674,-0.852,1.958,47.727
