# COSI2 B0 scan
# time 2024-05-23 10:02:34.516565
# MAGNET CENTER IN LAB: x 241.700 mm, y 131.100 mm, z 273.800 mm
# MAGNET AXES WRT LAB: alpha -90.00 deg, beta -90.00 deg, gamma 0.00 deg
# path: /home/cosi/cosi-measure/Software/COSI2/data/240522/path_with_magnet_80mm_8pts
# X[mm],Y[mm],Z[mm],B0_x[mT],B0_y[mT|,B0_z[mT],B0_abs[mT]
236.370,93.770,236.470,-47.6510,-0.9360,1.9820,47.7030
225.700,93.770,236.470,-47.6600,-0.9440,1.9860,47.7080
215.030,93.770,236.470,-47.6710,-0.9620,1.9900,47.7220
204.370,93.770,236.470,-47.6790,-0.9770,1.9860,47.7300
204.370,83.100,236.470,-47.6990,-0.9930,1.9860,47.7480
215.030,83.100,236.470,-47.6910,-1.0000,2.0040,47.7440
225.700,83.100,236.470,-47.6760,-0.9830,1.9950,47.7280
236.370,83.100,236.470,-47.6690,-0.9700,1.9910,47.7200
247.030,83.100,236.470,-47.6570,-0.9520,1.9830,47.7070
257.700,83.100,236.470,-47.6430,-0.9390,1.9840,47.6930
