# COSI2 B0 scan
# time 2024-05-24 16:38:32.224152
# MAGNET CENTER IN LAB: x 245.100 mm, y 127.000 mm, z 270.300 mm
# MAGNET AXES WRT LAB: alpha -90.00 deg, beta -90.00 deg, gamma 0.00 deg
# path: /home/cosi/cosi-measure/Software/COSI2/data/240524/slow_ball_90mm
# X[mm],Y[mm],Z[mm],B0_x[mT],B0_y[mT],B0_z[mT],B0_abs[mT]
287.730,150.680,237.140,-47.5380,-0.7840,-1.1590,47.5620
278.260,150.680,237.140,-47.5280,-0.7910,-1.1580,47.5490
268.780,150.680,237.140,-47.5140,-0.7940,-1.1610,47.5360
259.310,150.680,237.140,-47.5100,-0.7990,-1.1700,47.5310
249.840,150.680,237.140,-47.5000,-0.8010,-1.1680,47.5210
240.360,150.680,237.140,-47.5070,-0.8060,-1.1690,47.5300
230.890,150.680,237.140,-47.5000,-0.8060,-1.1780,47.5220
221.420,150.680,237.140,-47.5070,-0.8130,-1.1800,47.5240
211.940,150.680,237.140,-47.5010,-0.8140,-1.1840,47.5230
202.470,150.680,237.140,-47.5130,-0.8160,-1.1890,47.5330
192.990,150.680,237.140,-47.5160,-0.8160,-1.1930,47.5370
183.520,150.680,237.140,-47.5280,-0.8210,-1.1920,47.5490
174.050,150.680,237.140,-47.5440,-0.8260,-1.2020,47.5670
164.570,141.210,237.140,-47.5530,-0.8250,-1.2070,47.5780
174.050,141.210,237.140,-47.5650,-0.8300,-1.2020,47.5880
183.520,141.210,237.140,-47.5630,-0.8330,-1.2040,47.5910
192.990,141.210,237.140,-47.5510,-0.8300,-1.1980,47.5790
202.470,141.210,237.140,-47.5410,-0.8230,-1.1970,47.5650
211.940,141.210,237.140,-47.5260,-0.8200,-1.2010,47.5490
221.420,141.210,237.140,-47.5150,-0.8220,-1.1930,47.5370
230.890,141.210,237.140,-47.5120,-0.8170,-1.1870,47.5330
240.360,141.210,237.140,-47.5140,-0.8160,-1.1890,47.5350
249.840,141.210,237.140,-47.5060,-0.8140,-1.1850,47.5240
259.310,141.210,237.140,-47.5000,-0.8090,-1.1840,47.5230
268.780,141.210,237.140,-47.5090,-0.8100,-1.1790,47.5320
278.260,141.210,237.140,-47.5090,-0.8020,-1.1800,47.5300
287.730,141.210,237.140,-47.5200,-0.7960,-1.1760,47.5370
297.210,141.210,237.140,-47.5230,-0.7970,-1.1780,47.5410
306.680,141.210,237.140,-47.5300,-0.7890,-1.1750,47.5510
316.150,141.210,237.140,-47.5450,-0.7830,-1.1790,47.5630
325.630,141.210,237.140,-47.5510,-0.7750,-1.1810,47.5730
335.100,131.740,237.140,-47.5710,-0.7710,-1.1860,47.5920
325.630,131.740,237.140,-47.5820,-0.7600,-1.2000,47.6010
316.150,131.740,237.140,-47.5750,-0.7650,-1.2070,47.6000
306.680,131.740,237.140,-47.5680,-0.7740,-1.1930,47.5880
297.210,131.740,237.140,-47.5470,-0.7810,-1.1910,47.5680
287.730,131.740,237.140,-47.5330,-0.7840,-1.1850,47.5550
278.260,131.740,237.140,-47.5260,-0.7870,-1.1870,47.5520
268.780,131.740,237.140,-47.5160,-0.7970,-1.1840,47.5390
259.310,131.740,237.140,-47.5130,-0.8040,-1.1860,47.5340
249.840,131.740,237.140,-47.5070,-0.8070,-1.1870,47.5280
240.360,131.740,237.140,-47.5080,-0.8070,-1.1860,47.5320
230.890,131.740,237.140,-47.5040,-0.8120,-1.1870,47.5240
221.420,131.740,237.140,-47.5100,-0.8170,-1.1860,47.5320
211.940,131.740,237.140,-47.5120,-0.8180,-1.1860,47.5330
202.470,131.740,237.140,-47.5160,-0.8250,-1.1920,47.5380
192.990,131.740,237.140,-47.5260,-0.8260,-1.1940,47.5470
183.520,131.740,237.140,-47.5380,-0.8230,-1.1960,47.5610
174.050,131.740,237.140,-47.5450,-0.8340,-1.1970,47.5650
164.570,122.260,237.140,-47.5550,-0.8380,-1.1980,47.5750
174.050,122.260,237.140,-47.5730,-0.8380,-1.1930,47.5940
183.520,122.260,237.140,-47.5680,-0.8410,-1.1970,47.5910
192.990,122.260,237.140,-47.5530,-0.8430,-1.1960,47.5760
202.470,122.260,237.140,-47.5440,-0.8310,-1.1880,47.5660
211.940,122.260,237.140,-47.5320,-0.8340,-1.1940,47.5570
221.420,122.260,237.140,-47.5210,-0.8270,-1.1940,47.5450
230.890,122.260,237.140,-47.5170,-0.8240,-1.1890,47.5350
240.360,122.260,237.140,-47.5090,-0.8250,-1.1900,47.5310
249.840,122.260,237.140,-47.5080,-0.8190,-1.1900,47.5270
259.310,122.260,237.140,-47.5010,-0.8110,-1.1910,47.5260
268.780,122.260,237.140,-47.5040,-0.8120,-1.1930,47.5230
278.260,122.260,237.140,-47.5020,-0.8090,-1.1920,47.5240
287.730,122.260,237.140,-47.5090,-0.7990,-1.1920,47.5300
297.210,122.260,237.140,-47.5180,-0.7970,-1.1960,47.5390
306.680,122.260,237.140,-47.5270,-0.7900,-1.1990,47.5470
316.150,122.260,237.140,-47.5350,-0.7840,-1.2030,47.5520
325.630,122.260,237.140,-47.5460,-0.7710,-1.2060,47.5670
325.630,112.790,237.140,-47.5580,-0.7690,-1.2140,47.5780
316.150,112.790,237.140,-47.5550,-0.7670,-1.2190,47.5790
306.680,112.790,237.140,-47.5450,-0.7730,-1.2260,47.5710
297.210,112.790,237.140,-47.5380,-0.7770,-1.2120,47.5600
287.730,112.790,237.140,-47.5280,-0.7820,-1.2080,47.5520
278.260,112.790,237.140,-47.5200,-0.7900,-1.2140,47.5440
268.780,112.790,237.140,-47.5100,-0.8000,-1.2010,47.5330
259.310,112.790,237.140,-47.5100,-0.8050,-1.1970,47.5350
249.840,112.790,237.140,-47.5000,-0.8170,-1.1980,47.5220
240.360,112.790,237.140,-47.5040,-0.8140,-1.1940,47.5250
230.890,112.790,237.140,-47.5060,-0.8210,-1.1910,47.5320
221.420,112.790,237.140,-47.5060,-0.8230,-1.1920,47.5270
211.940,112.790,237.140,-47.5110,-0.8210,-1.1920,47.5330
202.470,112.790,237.140,-47.5190,-0.8290,-1.1910,47.5410
192.990,112.790,237.140,-47.5270,-0.8280,-1.1920,47.5500
183.520,112.790,237.140,-47.5340,-0.8320,-1.1900,47.5570
174.050,103.320,237.140,-47.5450,-0.8380,-1.1860,47.5700
183.520,103.320,237.140,-47.5550,-0.8390,-1.1930,47.5730
192.990,103.320,237.140,-47.5540,-0.8430,-1.1940,47.5760
202.470,103.320,237.140,-47.5380,-0.8440,-1.1930,47.5610
211.940,103.320,237.140,-47.5360,-0.8360,-1.1970,47.5590
221.420,103.320,237.140,-47.5210,-0.8350,-1.1870,47.5420
230.890,103.320,237.140,-47.5140,-0.8320,-1.1970,47.5360
240.360,103.320,237.140,-47.5090,-0.8250,-1.1940,47.5340
249.840,103.320,237.140,-47.5040,-0.8250,-1.1950,47.5270
259.310,103.320,237.140,-47.5000,-0.8200,-1.2010,47.5260
268.780,103.320,237.140,-47.5000,-0.8190,-1.2020,47.5230
278.260,103.320,237.140,-47.5020,-0.8090,-1.2080,47.5240
287.730,103.320,237.140,-47.5080,-0.8040,-1.2100,47.5300
297.210,103.320,237.140,-47.5160,-0.7960,-1.2080,47.5360
306.680,103.320,237.140,-47.5170,-0.7890,-1.2180,47.5370
316.150,103.320,237.140,-47.5260,-0.7870,-1.2220,47.5480
325.630,93.840,237.140,-47.5300,-0.7750,-1.2260,47.5520
316.150,93.840,237.140,-47.5330,-0.7680,-1.2280,47.5540
306.680,93.840,237.140,-47.5370,-0.7730,-1.2390,47.5570
297.210,93.840,237.140,-47.5240,-0.7830,-1.2360,47.5460
287.730,93.840,237.140,-47.5200,-0.7860,-1.2310,47.5420
278.260,93.840,237.140,-47.5110,-0.7970,-1.2200,47.5330
268.780,93.840,237.140,-47.5040,-0.8040,-1.2160,47.5270
259.310,93.840,237.140,-47.4990,-0.8030,-1.2120,47.5220
249.840,93.840,237.140,-47.4960,-0.8170,-1.2070,47.5220
240.360,93.840,237.140,-47.4920,-0.8200,-1.2070,47.5140
230.890,93.840,237.140,-47.4960,-0.8240,-1.2020,47.5140
221.420,93.840,237.140,-47.5060,-0.8280,-1.1960,47.5240
211.940,93.840,237.140,-47.5030,-0.8310,-1.1960,47.5250
202.470,93.840,237.140,-47.5160,-0.8360,-1.1900,47.5320
192.990,93.840,237.140,-47.5210,-0.8370,-1.1890,47.5460
183.520,93.840,237.140,-47.5290,-0.8360,-1.1830,47.5520
183.520,84.370,237.140,-47.5480,-0.8520,-1.1820,47.5710
192.990,84.370,237.140,-47.5470,-0.8480,-1.1800,47.5680
202.470,84.370,237.140,-47.5400,-0.8480,-1.1820,47.5650
211.940,84.370,237.140,-47.5280,-0.8400,-1.1810,47.5500
221.420,84.370,237.140,-47.5100,-0.8410,-1.1820,47.5350
230.890,84.370,237.140,-47.5100,-0.8390,-1.1890,47.5350
240.360,84.370,237.140,-47.4950,-0.8380,-1.1950,47.5180
249.840,84.370,237.140,-47.4920,-0.8290,-1.1970,47.5170
259.310,84.370,237.140,-47.4980,-0.8220,-1.2040,47.5190
268.780,84.370,237.140,-47.4920,-0.8220,-1.2070,47.5140
278.260,84.370,237.140,-47.4990,-0.8170,-1.2120,47.5140
287.730,84.370,237.140,-47.5010,-0.8070,-1.2150,47.5220
297.210,84.370,237.140,-47.4980,-0.8050,-1.2190,47.5190
306.680,84.370,237.140,-47.5000,-0.7930,-1.2290,47.5220
306.680,74.890,237.140,-47.5130,-0.7900,-1.2350,47.5330
297.210,74.890,237.140,-47.5130,-0.7820,-1.2440,47.5390
287.730,74.890,237.140,-47.5010,-0.7920,-1.2410,47.5230
278.260,74.890,237.140,-47.4930,-0.7970,-1.2340,47.5160
268.780,74.890,237.140,-47.4950,-0.8000,-1.2310,47.5180
259.310,74.890,237.140,-47.4800,-0.8150,-1.2190,47.5060
249.840,74.890,237.140,-47.4880,-0.8200,-1.2150,47.5110
240.360,74.890,237.140,-47.4860,-0.8240,-1.2080,47.5080
230.890,74.890,237.140,-47.4900,-0.8320,-1.2070,47.5130
221.420,74.890,237.140,-47.4930,-0.8340,-1.1970,47.5190
211.940,74.890,237.140,-47.4960,-0.8360,-1.1920,47.5180
202.470,74.890,237.140,-47.5070,-0.8410,-1.1880,47.5290
202.470,65.420,237.140,-47.5160,-0.8420,-1.1860,47.5390
211.940,65.420,237.140,-47.5200,-0.8500,-1.1750,47.5440
221.420,65.420,237.140,-47.5090,-0.8500,-1.1840,47.5310
230.890,65.420,237.140,-47.4970,-0.8480,-1.1930,47.5200
240.360,65.420,237.140,-47.4910,-0.8440,-1.1990,47.5160
249.840,65.420,237.140,-47.4810,-0.8330,-1.2010,47.5040
259.310,65.420,237.140,-47.4880,-0.8270,-1.2090,47.5110
268.780,65.420,237.140,-47.4780,-0.8290,-1.2080,47.5010
278.260,65.420,237.140,-47.4850,-0.8180,-1.2180,47.5110
287.730,65.420,237.140,-47.4800,-0.8090,-1.2190,47.5030
268.780,55.950,237.140,-47.4900,-0.8070,-1.2330,47.5140
259.310,55.950,237.140,-47.4730,-0.8090,-1.2270,47.4960
249.840,55.950,237.140,-47.4760,-0.8160,-1.2160,47.5020
240.360,55.950,237.140,-47.4780,-0.8280,-1.2090,47.4960
221.420,46.470,246.620,-47.4810,-0.8360,-1.2050,47.5030
230.890,46.470,246.620,-47.4880,-0.8400,-1.1980,47.5100
240.360,46.470,246.620,-47.4930,-0.8400,-1.1960,47.5180
249.840,46.470,246.620,-47.4860,-0.8380,-1.2040,47.5090
259.310,46.470,246.620,-47.4810,-0.8360,-1.2070,47.5050
268.780,46.470,246.620,-47.4810,-0.8300,-1.2170,47.5040
297.210,55.950,246.620,-47.4740,-0.8240,-1.2190,47.4970
287.730,55.950,246.620,-47.4800,-0.8130,-1.2310,47.5030
278.260,55.950,246.620,-47.4850,-0.8050,-1.2490,47.5090
268.780,55.950,246.620,-47.4820,-0.8030,-1.2360,47.5040
259.310,55.950,246.620,-47.4920,-0.8160,-1.2280,47.5120
249.840,55.950,246.620,-47.4800,-0.8190,-1.2260,47.5030
240.360,55.950,246.620,-47.4790,-0.8220,-1.2200,47.5060
230.890,55.950,246.620,-47.4860,-0.8340,-1.2170,47.5100
221.420,55.950,246.620,-47.4900,-0.8380,-1.2080,47.5120
211.940,55.950,246.620,-47.4920,-0.8350,-1.2000,47.5150
192.990,65.420,246.620,-47.5040,-0.8440,-1.2000,47.5250
202.470,65.420,246.620,-47.5130,-0.8450,-1.1930,47.5340
211.940,65.420,246.620,-47.5300,-0.8440,-1.1920,47.5550
221.420,65.420,246.620,-47.5210,-0.8440,-1.1950,47.5440
230.890,65.420,246.620,-47.5080,-0.8370,-1.1970,47.5280
240.360,65.420,246.620,-47.4990,-0.8350,-1.2080,47.5270
249.840,65.420,246.620,-47.4940,-0.8320,-1.2070,47.5170
259.310,65.420,246.620,-47.4890,-0.8290,-1.2140,47.5120
268.780,65.420,246.620,-47.4920,-0.8190,-1.2150,47.5160
278.260,65.420,246.620,-47.4900,-0.8200,-1.2270,47.5140
287.730,65.420,246.620,-47.4860,-0.8090,-1.2300,47.5120
297.210,65.420,246.620,-47.4860,-0.8060,-1.2400,47.5090
316.150,74.890,246.620,-47.4990,-0.7980,-1.2470,47.5190
306.680,74.890,246.620,-47.5080,-0.7880,-1.2550,47.5240
297.210,74.890,246.620,-47.5270,-0.7810,-1.2600,47.5500
287.730,74.890,246.620,-47.5130,-0.7910,-1.2520,47.5370
278.260,74.890,246.620,-47.5120,-0.7930,-1.2390,47.5350
268.780,74.890,246.620,-47.5000,-0.8010,-1.2350,47.5190
259.310,74.890,246.620,-47.4990,-0.8120,-1.2250,47.5220
249.840,74.890,246.620,-47.4910,-0.8190,-1.2180,47.5150
240.360,74.890,246.620,-47.4970,-0.8160,-1.2120,47.5190
230.890,74.890,246.620,-47.5040,-0.8240,-1.2070,47.5270
221.420,74.890,246.620,-47.5040,-0.8290,-1.2030,47.5230
211.940,74.890,246.620,-47.5040,-0.8330,-1.2000,47.5270
202.470,74.890,246.620,-47.5120,-0.8330,-1.1970,47.5340
192.990,74.890,246.620,-47.5190,-0.8390,-1.1910,47.5360
174.050,84.370,246.620,-47.5340,-0.8400,-1.1930,47.5500
183.520,84.370,246.620,-47.5430,-0.8400,-1.1870,47.5650
192.990,84.370,246.620,-47.5600,-0.8490,-1.1850,47.5800
202.470,84.370,246.620,-47.5480,-0.8400,-1.1890,47.5720
211.940,84.370,246.620,-47.5340,-0.8370,-1.1920,47.5590
221.420,84.370,246.620,-47.5170,-0.8330,-1.1930,47.5400
230.890,84.370,246.620,-47.5090,-0.8270,-1.2070,47.5330
240.360,84.370,246.620,-47.5090,-0.8260,-1.2000,47.5310
249.840,84.370,246.620,-47.5010,-0.8250,-1.2080,47.5210
259.310,84.370,246.620,-47.4960,-0.8180,-1.2070,47.5220
268.780,84.370,246.620,-47.4990,-0.8170,-1.2130,47.5250
278.260,84.370,246.620,-47.5010,-0.8090,-1.2220,47.5230
287.730,84.370,246.620,-47.5030,-0.8110,-1.2270,47.5230
297.210,84.370,246.620,-47.5060,-0.8030,-1.2310,47.5260
306.680,84.370,246.620,-47.5110,-0.7980,-1.2350,47.5300
316.150,84.370,246.620,-47.5200,-0.7850,-1.2480,47.5420
325.630,93.840,246.620,-47.5330,-0.7780,-1.2560,47.5540
316.150,93.840,246.620,-47.5420,-0.7750,-1.2490,47.5660
306.680,93.840,246.620,-47.5450,-0.7700,-1.2520,47.5670
297.210,93.840,246.620,-47.5370,-0.7810,-1.2440,47.5590
287.730,93.840,246.620,-47.5300,-0.7930,-1.2340,47.5520
278.260,93.840,246.620,-47.5210,-0.7970,-1.2310,47.5440
268.780,93.840,246.620,-47.5120,-0.7980,-1.2190,47.5340
259.310,93.840,246.620,-47.5070,-0.8080,-1.2150,47.5280
249.840,93.840,246.620,-47.5040,-0.8110,-1.2110,47.5300
240.360,93.840,246.620,-47.5020,-0.8160,-1.2130,47.5250
230.890,93.840,246.620,-47.5030,-0.8210,-1.2070,47.5280
221.420,93.840,246.620,-47.5120,-0.8180,-1.2010,47.5320
211.940,93.840,246.620,-47.5090,-0.8210,-1.2020,47.5290
202.470,93.840,246.620,-47.5180,-0.8260,-1.1980,47.5400
192.990,93.840,246.620,-47.5320,-0.8260,-1.1920,47.5490
183.520,93.840,246.620,-47.5380,-0.8320,-1.1940,47.5590
164.570,103.320,246.620,-47.5520,-0.8340,-1.1910,47.5740
174.050,103.320,246.620,-47.5620,-0.8320,-1.1960,47.5830
183.520,103.320,246.620,-47.5780,-0.8370,-1.2020,47.6000
192.990,103.320,246.620,-47.5590,-0.8380,-1.1970,47.5820
202.470,103.320,246.620,-47.5500,-0.8290,-1.2020,47.5710
211.940,103.320,246.620,-47.5330,-0.8290,-1.1960,47.5540
221.420,103.320,246.620,-47.5240,-0.8280,-1.2010,47.5460
230.890,103.320,246.620,-47.5120,-0.8250,-1.1980,47.5400
240.360,103.320,246.620,-47.5130,-0.8210,-1.2060,47.5320
249.840,103.320,246.620,-47.5090,-0.8240,-1.2050,47.5310
259.310,103.320,246.620,-47.5040,-0.8130,-1.2090,47.5250
268.780,103.320,246.620,-47.5070,-0.8080,-1.2090,47.5290
278.260,103.320,246.620,-47.5120,-0.8070,-1.2110,47.5300
287.730,103.320,246.620,-47.5170,-0.8060,-1.2120,47.5430
297.210,103.320,246.620,-47.5200,-0.8010,-1.2170,47.5460
306.680,103.320,246.620,-47.5220,-0.7880,-1.2220,47.5440
316.150,103.320,246.620,-47.5380,-0.7860,-1.2280,47.5570
325.630,103.320,246.620,-47.5410,-0.7750,-1.2320,47.5620
335.100,112.790,246.620,-47.5520,-0.7660,-1.2390,47.5680
325.630,112.790,246.620,-47.5690,-0.7660,-1.2490,47.5880
316.150,112.790,246.620,-47.5650,-0.7610,-1.2340,47.5870
306.680,112.790,246.620,-47.5600,-0.7780,-1.2330,47.5850
297.210,112.790,246.620,-47.5510,-0.7790,-1.2230,47.5710
287.730,112.790,246.620,-47.5380,-0.7830,-1.2130,47.5570
278.260,112.790,246.620,-47.5330,-0.7930,-1.2120,47.5550
268.780,112.790,246.620,-47.5160,-0.7950,-1.2110,47.5450
259.310,112.790,246.620,-47.5120,-0.7980,-1.2020,47.5370
249.840,112.790,246.620,-47.5110,-0.8030,-1.2050,47.5360
240.360,112.790,246.620,-47.5080,-0.8080,-1.2080,47.5300
230.890,112.790,246.620,-47.5070,-0.8130,-1.2040,47.5270
221.420,112.790,246.620,-47.5070,-0.8160,-1.1960,47.5320
211.940,112.790,246.620,-47.5130,-0.8180,-1.2010,47.5340
202.470,112.790,246.620,-47.5230,-0.8170,-1.2010,47.5460
192.990,112.790,246.620,-47.5340,-0.8180,-1.1980,47.5520
183.520,112.790,246.620,-47.5380,-0.8230,-1.2000,47.5610
174.050,112.790,246.620,-47.5430,-0.8290,-1.2040,47.5650
164.570,122.260,246.620,-47.5610,-0.8300,-1.1950,47.5840
174.050,122.260,246.620,-47.5720,-0.8320,-1.2010,47.5950
183.520,122.260,246.620,-47.5660,-0.8260,-1.2100,47.5910
192.990,122.260,246.620,-47.5550,-0.8280,-1.2010,47.5770
202.470,122.260,246.620,-47.5470,-0.8200,-1.1980,47.5700
211.940,122.260,246.620,-47.5330,-0.8210,-1.1960,47.5610
221.420,122.260,246.620,-47.5270,-0.8210,-1.1980,47.5470
230.890,122.260,246.620,-47.5190,-0.8170,-1.2010,47.5410
240.360,122.260,246.620,-47.5170,-0.8150,-1.2010,47.5370
249.840,122.260,246.620,-47.5140,-0.8140,-1.1960,47.5360
259.310,122.260,246.620,-47.5090,-0.8100,-1.1950,47.5300
268.780,122.260,246.620,-47.5100,-0.8110,-1.2020,47.5350
278.260,122.260,246.620,-47.5140,-0.8050,-1.2000,47.5330
287.730,122.260,246.620,-47.5180,-0.8010,-1.1960,47.5400
297.210,122.260,246.620,-47.5300,-0.7950,-1.2030,47.5530
306.680,122.260,246.620,-47.5370,-0.7860,-1.2060,47.5590
316.150,122.260,246.620,-47.5440,-0.7760,-1.2110,47.5700
325.630,122.260,246.620,-47.5540,-0.7740,-1.2170,47.5740
335.100,131.740,246.620,-47.5750,-0.7680,-1.2220,47.5900
325.630,131.740,246.620,-47.5880,-0.7590,-1.2190,47.6100
316.150,131.740,246.620,-47.5920,-0.7590,-1.2200,47.6150
306.680,131.740,246.620,-47.5800,-0.7710,-1.2000,47.5970
297.210,131.740,246.620,-47.5670,-0.7790,-1.2000,47.5860
287.730,131.740,246.620,-47.5510,-0.7800,-1.1860,47.5730
278.260,131.740,246.620,-47.5390,-0.7870,-1.1900,47.5610
268.780,131.740,246.620,-47.5240,-0.7910,-1.1920,47.5430
259.310,131.740,246.620,-47.5250,-0.7970,-1.1940,47.5440
249.840,131.740,246.620,-47.5140,-0.8060,-1.1920,47.5370
240.360,131.740,246.620,-47.5110,-0.8000,-1.1950,47.5320
230.890,131.740,246.620,-47.5130,-0.8080,-1.1930,47.5350
221.420,131.740,246.620,-47.5080,-0.8100,-1.1920,47.5310
211.940,131.740,246.620,-47.5130,-0.8100,-1.1930,47.5350
202.470,131.740,246.620,-47.5210,-0.8110,-1.1960,47.5400
192.990,131.740,246.620,-47.5240,-0.8150,-1.2010,47.5470
183.520,131.740,246.620,-47.5370,-0.8170,-1.2000,47.5550
174.050,131.740,246.620,-47.5460,-0.8220,-1.1990,47.5660
164.570,141.210,246.620,-47.5570,-0.8200,-1.2090,47.5770
174.050,141.210,246.620,-47.5690,-0.8190,-1.2130,47.5920
183.520,141.210,246.620,-47.5650,-0.8260,-1.2100,47.5890
192.990,141.210,246.620,-47.5510,-0.8190,-1.2150,47.5740
202.470,141.210,246.620,-47.5410,-0.8200,-1.2050,47.5660
211.940,141.210,246.620,-47.5320,-0.8180,-1.2030,47.5580
221.420,141.210,246.620,-47.5220,-0.8130,-1.2020,47.5450
230.890,141.210,246.620,-47.5120,-0.8120,-1.1990,47.5380
240.360,141.210,246.620,-47.5110,-0.8120,-1.1960,47.5340
249.840,141.210,246.620,-47.5040,-0.8130,-1.1900,47.5260
259.310,141.210,246.620,-47.5100,-0.8070,-1.1860,47.5280
268.780,141.210,246.620,-47.5100,-0.8110,-1.1840,47.5340
278.260,141.210,246.620,-47.5120,-0.8020,-1.1820,47.5360
287.730,141.210,246.620,-47.5230,-0.8010,-1.1810,47.5440
297.210,141.210,246.620,-47.5270,-0.7900,-1.1820,47.5500
306.680,141.210,246.620,-47.5390,-0.7880,-1.1870,47.5550
316.150,141.210,246.620,-47.5540,-0.7830,-1.1840,47.5750
325.630,141.210,246.620,-47.5690,-0.7760,-1.1880,47.5880
335.100,150.680,246.620,-47.5880,-0.7600,-1.1950,47.6100
325.630,150.680,246.620,-47.6070,-0.7640,-1.1900,47.6240
316.150,150.680,246.620,-47.6100,-0.7620,-1.1750,47.6300
306.680,150.680,246.620,-47.5890,-0.7770,-1.1670,47.6110
297.210,150.680,246.620,-47.5650,-0.7680,-1.1710,47.5870
287.730,150.680,246.620,-47.5520,-0.7820,-1.1610,47.5740
278.260,150.680,246.620,-47.5350,-0.7870,-1.1610,47.5560
268.780,150.680,246.620,-47.5220,-0.7860,-1.1670,47.5470
259.310,150.680,246.620,-47.5140,-0.7960,-1.1680,47.5370
249.840,150.680,246.620,-47.5090,-0.8030,-1.1710,47.5310
240.360,150.680,246.620,-47.5080,-0.8070,-1.1820,47.5300
230.890,150.680,246.620,-47.5060,-0.8100,-1.1840,47.5260
221.420,150.680,246.620,-47.5070,-0.8070,-1.1800,47.5290
211.940,150.680,246.620,-47.5080,-0.8100,-1.1910,47.5300
202.470,150.680,246.620,-47.5120,-0.8040,-1.1890,47.5330
192.990,150.680,246.620,-47.5170,-0.8090,-1.2010,47.5370
183.520,150.680,246.620,-47.5290,-0.8110,-1.2000,47.5510
174.050,150.680,246.620,-47.5370,-0.8170,-1.2050,47.5600
174.050,160.160,246.620,-47.5610,-0.8200,-1.2140,47.5790
183.520,160.160,246.620,-47.5580,-0.8140,-1.2150,47.5830
192.990,160.160,246.620,-47.5470,-0.8120,-1.2170,47.5690
202.470,160.160,246.620,-47.5330,-0.8070,-1.2120,47.5550
211.940,160.160,246.620,-47.5180,-0.8090,-1.2070,47.5450
221.420,160.160,246.620,-47.5130,-0.8060,-1.2040,47.5340
230.890,160.160,246.620,-47.5080,-0.8090,-1.1910,47.5300
240.360,160.160,246.620,-47.5000,-0.8060,-1.1880,47.5230
249.840,160.160,246.620,-47.4990,-0.8080,-1.1770,47.5200
259.310,160.160,246.620,-47.5050,-0.8070,-1.1770,47.5260
268.780,160.160,246.620,-47.5040,-0.8020,-1.1700,47.5260
278.260,160.160,246.620,-47.5070,-0.7980,-1.1670,47.5270
287.730,160.160,246.620,-47.5160,-0.7910,-1.1610,47.5340
297.210,160.160,246.620,-47.5240,-0.7920,-1.1590,47.5450
306.680,160.160,246.620,-47.5400,-0.7880,-1.1520,47.5610
316.150,160.160,246.620,-47.5550,-0.7830,-1.1480,47.5760
325.630,169.630,246.620,-47.5810,-0.7760,-1.1460,47.5980
316.150,169.630,246.620,-47.5990,-0.7680,-1.1380,47.6130
306.680,169.630,246.620,-47.5880,-0.7760,-1.1250,47.6140
297.210,169.630,246.620,-47.5690,-0.7860,-1.1270,47.5930
287.730,169.630,246.620,-47.5480,-0.7880,-1.1290,47.5680
278.260,169.630,246.620,-47.5260,-0.7860,-1.1370,47.5480
268.780,169.630,246.620,-47.5180,-0.7910,-1.1420,47.5370
259.310,169.630,246.620,-47.5080,-0.7880,-1.1470,47.5330
249.840,169.630,246.620,-47.4970,-0.7980,-1.1570,47.5180
240.360,169.630,246.620,-47.4960,-0.7990,-1.1640,47.5190
230.890,169.630,246.620,-47.4930,-0.8040,-1.1700,47.5180
221.420,169.630,246.620,-47.4950,-0.8070,-1.1740,47.5210
211.940,169.630,246.620,-47.4970,-0.8060,-1.1880,47.5160
202.470,169.630,246.620,-47.5070,-0.8040,-1.1920,47.5300
192.990,169.630,246.620,-47.5110,-0.8050,-1.1960,47.5330
183.520,169.630,246.620,-47.5190,-0.8100,-1.2110,47.5410
183.520,179.110,246.620,-47.5350,-0.8070,-1.2130,47.5520
192.990,179.110,246.620,-47.5380,-0.8090,-1.2200,47.5620
202.470,179.110,246.620,-47.5260,-0.8060,-1.2180,47.5480
211.940,179.110,246.620,-47.5100,-0.8060,-1.2040,47.5370
221.420,179.110,246.620,-47.4980,-0.8090,-1.1960,47.5180
230.890,179.110,246.620,-47.4910,-0.8020,-1.1880,47.5160
240.360,179.110,246.620,-47.4860,-0.8060,-1.1780,47.5130
249.840,179.110,246.620,-47.4940,-0.8100,-1.1770,47.5130
259.310,179.110,246.620,-47.4860,-0.8030,-1.1610,47.5070
268.780,179.110,246.620,-47.4910,-0.7970,-1.1510,47.5070
278.260,179.110,246.620,-47.4930,-0.8020,-1.1450,47.5140
287.730,179.110,246.620,-47.5010,-0.7930,-1.1350,47.5220
297.210,179.110,246.620,-47.5130,-0.7940,-1.1330,47.5330
306.680,179.110,246.620,-47.5230,-0.7870,-1.1180,47.5430
306.680,188.580,246.620,-47.5450,-0.7790,-1.1050,47.5630
297.210,188.580,246.620,-47.5420,-0.7860,-1.0960,47.5660
287.730,188.580,246.620,-47.5200,-0.7860,-1.0910,47.5390
278.260,188.580,246.620,-47.5120,-0.7870,-1.1000,47.5310
268.780,188.580,246.620,-47.5060,-0.7930,-1.1140,47.5210
259.310,188.580,246.620,-47.4900,-0.7920,-1.1290,47.5120
249.840,188.580,246.620,-47.4810,-0.7990,-1.1370,47.5010
240.360,188.580,246.620,-47.4830,-0.8010,-1.1480,47.5020
230.890,188.580,246.620,-47.4800,-0.7980,-1.1560,47.5050
221.420,188.580,246.620,-47.4760,-0.8000,-1.1660,47.4970
