# COSI2 B0 scan
# time 2024-05-27 11:31:47.630159
# MAGNET CENTER IN LAB: x 245.100 mm, y 127.000 mm, z 270.300 mm
# MAGNET AXES WRT LAB: alpha -90.00 deg, beta -90.00 deg, gamma 0.00 deg
# path: /home/cosi/cosi-measure/Software/COSI2/data/240524/ball_small_magnet_x-y+z-_3s_delay
# X[mm],Y[mm],Z[mm],B0_x[mT],B0_y[mT],B0_z[mT],B0_abs[mT]
235.100,77.000,300.300,-47.5350,-0.8550,-2.2800,47.5920
235.100,57.000,320.300,-47.5390,-0.8510,-2.2530,47.5990
255.100,57.000,320.300,-47.5080,-0.8770,-2.2590,47.5720
315.100,77.000,320.300,-47.5010,-0.8890,-2.2800,47.5690
295.100,77.000,320.300,-47.5280,-0.8720,-2.3460,47.5930
275.100,77.000,320.300,-47.5380,-0.8560,-2.3560,47.5990
255.100,77.000,320.300,-47.5350,-0.8710,-2.3290,47.5980
235.100,77.000,320.300,-47.5280,-0.8690,-2.3010,47.5920
215.100,77.000,320.300,-47.5360,-0.8580,-2.2730,47.6000
195.100,97.000,320.300,-47.5410,-0.8480,-2.2460,47.6030
215.100,97.000,320.300,-47.5680,-0.8200,-2.2490,47.6280
235.100,97.000,320.300,-47.5600,-0.8360,-2.2650,47.6270
255.100,97.000,320.300,-47.5560,-0.8470,-2.2880,47.6200
275.100,97.000,320.300,-47.5650,-0.8510,-2.3250,47.6270
295.100,97.000,320.300,-47.5690,-0.8500,-2.3610,47.6380
335.100,117.000,320.300,-47.5560,-0.8430,-2.4000,47.6240
315.100,117.000,320.300,-47.4290,-0.7920,-2.4990,47.5140
295.100,117.000,320.300,-47.5310,-0.7910,-2.5480,47.6070
275.100,117.000,320.300,-47.6060,-0.8120,-2.4840,47.6780
255.100,117.000,320.300,-47.6210,-0.8260,-2.4030,47.6890
235.100,117.000,320.300,-47.6080,-0.8290,-2.3390,47.6740
215.100,117.000,320.300,-47.5870,-0.8270,-2.2950,47.6530
195.100,117.000,320.300,-47.5840,-0.8160,-2.2700,47.6430
175.100,137.000,320.300,-47.5860,-0.8070,-2.2520,47.6460
195.100,137.000,320.300,-47.5970,-0.7740,-2.2500,47.6560
215.100,137.000,320.300,-47.5980,-0.7920,-2.2520,47.6560
235.100,137.000,320.300,-47.6020,-0.8070,-2.2660,47.6660
255.100,137.000,320.300,-47.6350,-0.8150,-2.2940,47.6970
275.100,137.000,320.300,-47.6810,-0.8110,-2.3530,47.7430
295.100,137.000,320.300,-47.7320,-0.7920,-2.4690,47.8020
315.100,137.000,320.300,-47.7480,-0.7570,-2.6640,47.8260
315.100,157.000,320.300,-47.6090,-0.6970,-2.9130,47.7060
295.100,157.000,320.300,-48.1850,-0.4050,-3.6760,48.3270
275.100,157.000,320.300,-48.1140,-0.6600,-2.8360,48.2040
255.100,157.000,320.300,-47.9090,-0.7550,-2.4710,47.9810
235.100,157.000,320.300,-47.7660,-0.7910,-2.3200,47.8280
215.100,157.000,320.300,-47.6670,-0.7990,-2.2610,47.7340
195.100,177.000,320.300,-47.6210,-0.7950,-2.2410,47.6800
215.100,177.000,320.300,-47.5990,-0.7730,-2.2110,47.6580
235.100,177.000,320.300,-47.6240,-0.7870,-2.2010,47.6820
255.100,177.000,320.300,-47.6980,-0.7970,-2.2170,47.7570
275.100,177.000,320.300,-47.8440,-0.7800,-2.2370,47.9020
295.100,177.000,320.300,-48.1360,-0.7160,-2.3560,48.2000
275.100,197.000,320.300,-48.7740,-0.4800,-2.7770,48.8550
255.100,197.000,320.300,-48.2230,-0.7030,-2.0570,48.2790
275.100,197.000,340.300,-47.8690,-0.7840,-2.0920,47.9190
255.100,197.000,340.300,-48.2060,-0.9700,-2.0340,48.2540
215.100,177.000,340.300,-47.8450,-0.8830,-2.0870,47.8990
235.100,177.000,340.300,-47.6320,-0.8100,-2.2010,47.6930
255.100,177.000,340.300,-47.7010,-0.8330,-2.2110,47.7570
275.100,177.000,340.300,-47.8470,-0.8720,-2.2480,47.9070
315.100,157.000,340.300,-48.1570,-0.9530,-2.3670,48.2250
295.100,157.000,340.300,-48.4050,-1.2450,-3.7330,48.6070
275.100,157.000,340.300,-48.1590,-1.0200,-2.9600,48.2590
255.100,157.000,340.300,-47.9370,-0.9160,-2.5200,48.0110
235.100,157.000,340.300,-47.7760,-0.8650,-2.3450,47.8410
215.100,157.000,340.300,-47.6760,-0.8370,-2.2850,47.7390
195.100,137.000,340.300,-47.6090,-0.8090,-2.2570,47.6700
215.100,137.000,340.300,-47.5740,-0.7930,-2.2770,47.6340
235.100,137.000,340.300,-47.5920,-0.8260,-2.2900,47.6540
255.100,137.000,340.300,-47.6310,-0.8490,-2.3240,47.6940
275.100,137.000,340.300,-47.6900,-0.8640,-2.3880,47.7550
295.100,137.000,340.300,-47.7450,-0.8910,-2.5190,47.8190
295.100,117.000,340.300,-47.7470,-0.9180,-2.7410,47.8280
275.100,117.000,340.300,-47.5930,-0.8880,-2.5390,47.6680
255.100,117.000,340.300,-47.6240,-0.8830,-2.4560,47.6950
235.100,117.000,340.300,-47.6060,-0.8720,-2.3810,47.6740
235.100,97.000,340.300,-47.5900,-0.8670,-2.3370,47.6550
255.100,97.000,340.300,-47.5540,-0.8720,-2.3200,47.6180
